Video ID,Title,Transcript,Combined_Text
J-sI8V4Q4No,Avoid restaurants that use seed oils,one of the most fun things that I do now with my content is this I call it like Health journalism and I put on the mic and my buddy's kind of filming me surreptitiously like he's being kind of subtle in the background and we walk,Avoid restaurants that use seed oils one of the most fun things that I do now with my content is this I call it like Health journalism and I put on the mic and my buddy's kind of filming me surreptitiously like he's being kind of subtle in the background and we walk
mPflgb0VMF8,How to make homemade tallow based sunscreen!,this is animal-based sunscreen 100 million billion zillion times better than traditional sunscreens or other quote healthy sunscreens which are full of seed oils and all kinds of carcinogenic garbage in this video I'm,How to make homemade tallow based sunscreen! this is animal-based sunscreen 100 million billion zillion times better than traditional sunscreens or other quote healthy sunscreens which are full of seed oils and all kinds of carcinogenic garbage in this video I'm
6D5UwxD6ufU,Clean your home toxin-free!,this is all you need to clean your entire house vinegar and baking soda conventional products for cleaning the house laundry detergents dish soaps,Clean your home toxin-free! this is all you need to clean your entire house vinegar and baking soda conventional products for cleaning the house laundry detergents dish soaps
2ZEbESKjM6k,Ex-Vegan now craves liver!,I was a vegetarian for a decade vegan for part of that time when did you change when you start eating meat like two years two years how do you feel amazing it's never been healthier my second,Ex-Vegan now craves liver! I was a vegetarian for a decade vegan for part of that time when did you change when you start eating meat like two years two years how do you feel amazing it's never been healthier my second
P60nTCkJ30Y,Is resveratrol in red wine actually good for you?,I'm here picking out a red wine because everybody knows that red wine is good for humans and it has things like Resveratrol right I'm not a fan of alcohol at all I don't drink any of it,Is resveratrol in red wine actually good for you? I'm here picking out a red wine because everybody knows that red wine is good for humans and it has things like Resveratrol right I'm not a fan of alcohol at all I don't drink any of it
B1iDumoCaOI,Affordable grass-fed meat at Sam's Club!,grass-fed beef for less than five dollars a pound at Sam's Club check this out you guys you can get 100 grass-fed burgers with no preservatives for less,Affordable grass-fed meat at Sam's Club! grass-fed beef for less than five dollars a pound at Sam's Club check this out you guys you can get 100 grass-fed burgers with no preservatives for less
2uQW-UpB8Fo,How raw butter is made,did you know that cultured butter like this from raw Farm contains probiotic bacteria this is raw cream from a truly raw farm that is then cultured with,How raw butter is made did you know that cultured butter like this from raw Farm contains probiotic bacteria this is raw cream from a truly raw farm that is then cultured with
5cXfIJ2opa4,The amount of heavy metals in CHOCOLATE will shock you...,they're heavy metals like lead and cadmium in your chocolate bar I know you guys don't want to hear this but I have to talk about it because it's so striking in a recent study by Consumer,The amount of heavy metals in CHOCOLATE will shock you... they're heavy metals like lead and cadmium in your chocolate bar I know you guys don't want to hear this but I have to talk about it because it's so striking in a recent study by Consumer
rxYY4ddKFy8,The History of Raw Kefir,there's history with this yes it goes back thousands and thousands of years if you think about the Messiah the Mongolians Europeans everybody around the world was milking cows sheep horses,The History of Raw Kefir there's history with this yes it goes back thousands and thousands of years if you think about the Messiah the Mongolians Europeans everybody around the world was milking cows sheep horses
RJ5HwFvW0gc,This harmful herbicide is in your oatmeal,this oatmeal contains significant amounts of glyphosate a weed killer which is strongly associated with cancer Monsanto the producer of glyphosate or,This harmful herbicide is in your oatmeal this oatmeal contains significant amounts of glyphosate a weed killer which is strongly associated with cancer Monsanto the producer of glyphosate or
9J6_qoYqkSo,5 Surprising Side Effects of Eating Meat for Women,for women who are afraid to eat too much meat to eat red meat to eat animal based what would you say that the main side effects of eating red meat are a healthy,5 Surprising Side Effects of Eating Meat for Women for women who are afraid to eat too much meat to eat red meat to eat animal based what would you say that the main side effects of eating red meat are a healthy
1wVbmZLb2pY,Orange juice IS good for you!,sometimes when I show orange juice people get all worried about the sugar and they say it's just it's just sugar water and if you look at the medical literature there's so much showing that orange juice is beneficial for humans,Orange juice IS good for you! sometimes when I show orange juice people get all worried about the sugar and they say it's just it's just sugar water and if you look at the medical literature there's so much showing that orange juice is beneficial for humans
9UijaqNt8rg,Night time routine here in Costa Rica #animalbased,I want to tell you guys about my nighttime routine it's almost sunset in Costa Rica because I'm near the equator it's like the same amount of daylight and night year round so I know that the,Night time routine here in Costa Rica #animalbased I want to tell you guys about my nighttime routine it's almost sunset in Costa Rica because I'm near the equator it's like the same amount of daylight and night year round so I know that the
UJlvVfHRCFU,I haven’t had a vegetable in years… Should you?,I actually don't have a major problem with you eating vegetables if you have nagging pain in your joints or your muscles sleep issues insomnia mood issues skin issues autoimmune conditions,I haven’t had a vegetable in years… Should you? I actually don't have a major problem with you eating vegetables if you have nagging pain in your joints or your muscles sleep issues insomnia mood issues skin issues autoimmune conditions
q5eXh6yFR0s,What is in In-N-Out’s secret sauce?,going to find out what's in the animal sausage in and out what's in the spread what does that mean there's no ingredients on here it's just this sauce but I don't know what's in,What is in In-N-Out’s secret sauce? going to find out what's in the animal sausage in and out what's in the spread what does that mean there's no ingredients on here it's just this sauce but I don't know what's in
Pm-TuyXPofo,Eat these foods to improve your gut health!,here's why you should eat more fermented foods look I'm a fan of these you've got pickles in here you've got sauerkraut down here with just cabbage water and salt in there you've got kefir here,Eat these foods to improve your gut health! here's why you should eat more fermented foods look I'm a fan of these you've got pickles in here you've got sauerkraut down here with just cabbage water and salt in there you've got kefir here
NWaC-KCLdhM,Vegan Russell Brand discusses meat,I'm a very committed vegan by God I live in I die for sweet lady veganisms and what about veganism I was a raw vegan for seven months probably about 14 or 15,Vegan Russell Brand discusses meat I'm a very committed vegan by God I live in I die for sweet lady veganisms and what about veganism I was a raw vegan for seven months probably about 14 or 15
79p7ZHHiFwo,Kneesovertoesguy eating animal-based,meat and fruit as the primary Foods in a diet is this [ __ ] I don't think so bro I love this this is an animal-based diet you've got the most nutrient Retreats on the planet meat and organs these are the foods our ancestors always,Kneesovertoesguy eating animal-based meat and fruit as the primary Foods in a diet is this [ __ ] I don't think so bro I love this this is an animal-based diet you've got the most nutrient Retreats on the planet meat and organs these are the foods our ancestors always
Fk1Seipqc3I,Why I don’t wear sunglasses,so I'm in the mall and I'm walking by the Oakley store and looking at all the sunglasses in there and I'm thinking are we sure we want to be wearing sunglasses during the day don't we want the sunlight in our eyes to entrain our,Why I don’t wear sunglasses so I'm in the mall and I'm walking by the Oakley store and looking at all the sunglasses in there and I'm thinking are we sure we want to be wearing sunglasses during the day don't we want the sunlight in our eyes to entrain our
GWheYMsm8QY,Diabetic improves on animal-based,I'm a type 1 diabetic I'm diagnosed like six years ago okay I've been on it for six months so it's full of grace and my A1C went from a 7.1 to a five nine that's amazing my doctor said he's never,Diabetic improves on animal-based I'm a type 1 diabetic I'm diagnosed like six years ago okay I've been on it for six months so it's full of grace and my A1C went from a 7.1 to a five nine that's amazing my doctor said he's never
GMGJJjf3wjk,Seed Oils in Baby Formula??,is the infant formula that we're giving kids the reason that they're becoming obese and pre-diabetic in childhood it possibly could be look at this guys the number one selling brand of infant,Seed Oils in Baby Formula?? is the infant formula that we're giving kids the reason that they're becoming obese and pre-diabetic in childhood it possibly could be look at this guys the number one selling brand of infant
QwZ_I35iSpw,Raw milk is ILLEGAL??,this food is illegal in the United States in the majority of the U.S raw milk and raw dairy cannot be sold to consumers in grocery stores this is an,Raw milk is ILLEGAL?? this food is illegal in the United States in the majority of the U.S raw milk and raw dairy cannot be sold to consumers in grocery stores this is an
DLkK4r37qLU,Are phthalates shrinking penises??,phthalates are making your penis small yes water failing so phthalates are these synthetic compounds found in fragrances when I get an Uber and there's a black ice I can't wait you and,Are phthalates shrinking penises?? phthalates are making your penis small yes water failing so phthalates are these synthetic compounds found in fragrances when I get an Uber and there's a black ice I can't wait you and
936mFN4jAyM,Is your sunscreen aging your skin?,some quote healthy sunscreens contain seed oils yep so just like you don't want to eat a seed oil you don't want to put a seed oil on your skin like sunflower seed oil like sunflower I've,Is your sunscreen aging your skin? some quote healthy sunscreens contain seed oils yep so just like you don't want to eat a seed oil you don't want to put a seed oil on your skin like sunflower seed oil like sunflower I've
EBo0DtNH9oQ,Is backwards walking bullshit? @TheKneesovertoesguy,backwards walking is hold on a second look backward walking is like Nature's knee exercise you're in,Is backwards walking bullshit? @TheKneesovertoesguy backwards walking is hold on a second look backward walking is like Nature's knee exercise you're in
7uKoY8w7m3M,Surf skating for brain and body #animalbased #fitness #animalbaseddiet,I'd so much rather be doing things like skating or surfing than lifting weights lifting weights is great but I love moving my body in space,Surf skating for brain and body #animalbased #fitness #animalbaseddiet I'd so much rather be doing things like skating or surfing than lifting weights lifting weights is great but I love moving my body in space
Mfpnc8rnIcc,Should you eat cheese?,here's why you should eat more cheese there are tons of research studies of All Sorts Interventional observational showing associations between increased,Should you eat cheese? here's why you should eat more cheese there are tons of research studies of All Sorts Interventional observational showing associations between increased
VWGU5ymjUzU,They add WHAT to butter?!?,butter is amazing but you got to be careful I mean I'm at a grocery store look at this it says it's spreadable butter and then they add canola oil to the butter to make it spreadable I have a fear that a lot of restaurants use,They add WHAT to butter?!? butter is amazing but you got to be careful I mean I'm at a grocery store look at this it says it's spreadable butter and then they add canola oil to the butter to make it spreadable I have a fear that a lot of restaurants use
kzvmJ891JfI,I hope those tacos were animal based 🤣 #animalbased #healthydiet #animalbaseddiet,watch out for breakfast I had raw milk with honey and I had some fruit and I had some burgers and I had some liver that sounds bomb that's what what'd you have for breakfast,I hope those tacos were animal based 🤣 #animalbased #healthydiet #animalbaseddiet watch out for breakfast I had raw milk with honey and I had some fruit and I had some burgers and I had some liver that sounds bomb that's what what'd you have for breakfast
uEM-mnrBlss,Nothing better than fresh raw milk at farmers markets 😍,here did you want farmers markets in Austin and 100 degrees you gotta get some sun but look you've got raw goat's milk here for pets that's cool I love to see it at farmers,Nothing better than fresh raw milk at farmers markets 😍 here did you want farmers markets in Austin and 100 degrees you gotta get some sun but look you've got raw goat's milk here for pets that's cool I love to see it at farmers
UI2qyKoN6LQ,The best breakfast. Period. #animalbased #healthydiet #animalbaseddiet,here's why you should eat burgers for breakfast getting the nutrients and animal Foods especially meat and orions first thing in the morning it turns your brain on the proteins the amino acids in,The best breakfast. Period. #animalbased #healthydiet #animalbaseddiet here's why you should eat burgers for breakfast getting the nutrients and animal Foods especially meat and orions first thing in the morning it turns your brain on the proteins the amino acids in
xRvUCr6Cs2E,Climbing pump hits different… 💪,climbing pump it's different oh freaking like so much different than uh lifting,Climbing pump hits different… 💪 climbing pump it's different oh freaking like so much different than uh lifting
UVzLAuABbWM,Something to think about next time you buy these fruits 💭 #animalbased #healthydiet,I'm cruising around Target filming I want to show you guys something these are all of the foods that I think are the most contaminated with pesticides I do not eat these unless they are organic things like cherries grapes berries,Something to think about next time you buy these fruits 💭 #animalbased #healthydiet I'm cruising around Target filming I want to show you guys something these are all of the foods that I think are the most contaminated with pesticides I do not eat these unless they are organic things like cherries grapes berries
ED1LQNfpA04,What’s in your TAP WATER??,do you know what's in your tap water I'm in Los Angeles right now should I drink this probably not how do I know you can look at the ewg the environmental working group's tap water database to,What’s in your TAP WATER?? do you know what's in your tap water I'm in Los Angeles right now should I drink this probably not how do I know you can look at the ewg the environmental working group's tap water database to
BfjJmEqX9Og,Animal-based at Sam’s Club,first up let's get some meat grass-fed beef burger patties four dollars and 80 cents a pound amazing they've even got raw cheese here they've got parmigiano reggiano I'm gonna get a little crazy,Animal-based at Sam’s Club first up let's get some meat grass-fed beef burger patties four dollars and 80 cents a pound amazing they've even got raw cheese here they've got parmigiano reggiano I'm gonna get a little crazy
909Ap7IPyVU,McDonald’s salt contains SUGAR??,the salt on McDonald's french fries has three ingredients three ingredients in salt what what three ingredients are in the salt at,McDonald’s salt contains SUGAR?? the salt on McDonald's french fries has three ingredients three ingredients in salt what what three ingredients are in the salt at
2E5Tp_TzyTU,Animal-based restaurant in Texas,look at this guys I found an animal-based restaurant in Austin they're gonna let me in here come on let's check it out what's up look at this they're cooking chicken on,Animal-based restaurant in Texas look at this guys I found an animal-based restaurant in Austin they're gonna let me in here come on let's check it out what's up look at this they're cooking chicken on
aR_UbFkzdXg,Hospitals = profits?? 💰,I'm here at a four trillion dollar business that's the Health Care system in our country hospitals but what if I told you that this four trillion dollar,Hospitals = profits?? 💰 I'm here at a four trillion dollar business that's the Health Care system in our country hospitals but what if I told you that this four trillion dollar
EWRL1s1dsZ8,Gatorade vs watermelon juice?,red Gatorade no that's watermelon juice that's what I use when I'm skating not at the skate ramp getting a workout outside in nature in the jungle and,Gatorade vs watermelon juice? red Gatorade no that's watermelon juice that's what I use when I'm skating not at the skate ramp getting a workout outside in nature in the jungle and
QjhqDboV2W8,Fruit and diabetes?,whenever I talk about fruit you guys always ask me if I worry about blood sugar spikes I don't for a variety of reasons I think that uh blood sugar spikes don't cause pathology,Fruit and diabetes? whenever I talk about fruit you guys always ask me if I worry about blood sugar spikes I don't for a variety of reasons I think that uh blood sugar spikes don't cause pathology
cz9kTbr51Bs,What’s in my Costa Rica butcher haul?,come on I want to show you guys what I got I'm at the grass-fed butcher in Costa Rica part the taurine another heart testicles,What’s in my Costa Rica butcher haul? come on I want to show you guys what I got I'm at the grass-fed butcher in Costa Rica part the taurine another heart testicles
gIhzp5RUxSU,Bone marrow is amazing,just cut into this massive femur bone I got all this bone marrow out I'm gonna show you guys how I do it take the other the back end of a spoon,Bone marrow is amazing just cut into this massive femur bone I got all this bone marrow out I'm gonna show you guys how I do it take the other the back end of a spoon
SUPsYiJKEY4,Healthiest food ever…,in this Grill is one of the healthiest foods for humans I am grilling up Health Foods this morning what's in here it's red meat guys that is grass-fed,Healthiest food ever… in this Grill is one of the healthiest foods for humans I am grilling up Health Foods this morning what's in here it's red meat guys that is grass-fed
x-nrXy_CKG8,My credentials were questioned…,so what makes you an expert in this to say that because I'm a psychiatrist I don't know about nutrition I didn't say that that's your answer well where does the inflammation come,My credentials were questioned… so what makes you an expert in this to say that because I'm a psychiatrist I don't know about nutrition I didn't say that that's your answer well where does the inflammation come
nH5ZiTVORFA,Why I prefer to be barefoot,check this out you guys I've been thinking a lot about grounding recently some of my friends sent me a oh meter it's called a continuity meter and it tells you if you're grounded so you plug like this part into the ground,Why I prefer to be barefoot check this out you guys I've been thinking a lot about grounding recently some of my friends sent me a oh meter it's called a continuity meter and it tells you if you're grounded so you plug like this part into the ground
1BwHcVGxaq8,This is my full day of eating in Costa Rica!,is my animal-based day of eating pre-serve I got raw milk with honey in there Shake It Up done surfing time for breakfast prototype animal-based Tallow,This is my full day of eating in Costa Rica! is my animal-based day of eating pre-serve I got raw milk with honey in there Shake It Up done surfing time for breakfast prototype animal-based Tallow
fAuwtMyKN9k,PTSD from my vegan days...,thinking about how I used to love green smoothies and don't really like them anymore because of all the anti-nutrients and I can't help but notice the juicer here for wheatgrass,PTSD from my vegan days... thinking about how I used to love green smoothies and don't really like them anymore because of all the anti-nutrients and I can't help but notice the juicer here for wheatgrass
uC8SZ4GLDno,"Food is information, choose wisely",why don't we understand that food is signal and that food is information going into our bodies food is a program that we are loading into the computer of our bodies every day and that's coming in from molecules and the environment,"Food is information, choose wisely why don't we understand that food is signal and that food is information going into our bodies food is a program that we are loading into the computer of our bodies every day and that's coming in from molecules and the environment"
YswrOr0A4gQ,Is this heaven??,this is raw milk Heaven look at this guys I am in the walk-in freezer at Raw Farm in their Creamery and I am surrounded by hundreds of gallons of raw,Is this heaven?? this is raw milk Heaven look at this guys I am in the walk-in freezer at Raw Farm in their Creamery and I am surrounded by hundreds of gallons of raw
UF4W1yq4Idk,This is a blatant PSYOP at Target,okay guys I'm at Target filming some content and I just want to show you this psyop up here this subliminal content messaging right here look you got peanut butter and jelly that's certainly got,This is a blatant PSYOP at Target okay guys I'm at Target filming some content and I just want to show you this psyop up here this subliminal content messaging right here look you got peanut butter and jelly that's certainly got
-8mwqon1Vzg,Seed oils at “healthy” vegan restaurant,all right I'm at the butcher's daughter in Venice California we're going to see if they use seed oils it's a healthy vegan restaurant I'm pretty sure they don't cook in tallow are you I've got some food sensitivities,Seed oils at “healthy” vegan restaurant all right I'm at the butcher's daughter in Venice California we're going to see if they use seed oils it's a healthy vegan restaurant I'm pretty sure they don't cook in tallow are you I've got some food sensitivities
BWQzrisFSnU,Is oatmeal healthy?,this used to be my go-to for breakfast now I think it's one of the worst things you could ever eat for breakfast sapenins phytic acid heavy metals pesticides glyphosate all kinds of,Is oatmeal healthy? this used to be my go-to for breakfast now I think it's one of the worst things you could ever eat for breakfast sapenins phytic acid heavy metals pesticides glyphosate all kinds of
IZwzvoVPh5o,Animal-based drinks at 7/11,I'm at a 7-Eleven in Los Angeles and I'm going to show you guys that even at a 7-Eleven gas station here you can find really good things to drink if you're in a pinch if you're thirsty and you want to keep eating animal based coconut,Animal-based drinks at 7/11 I'm at a 7-Eleven in Los Angeles and I'm going to show you guys that even at a 7-Eleven gas station here you can find really good things to drink if you're in a pinch if you're thirsty and you want to keep eating animal based coconut
3atWb0M6KIk,Plant-based vs animal-based,fifteen dollars of plant-based Foods versus fifteen dollars of animal-based foods let's see what kind of nutrients you get and compare in fifteen dollars of plant-based Foods you get soy protein,Plant-based vs animal-based fifteen dollars of plant-based Foods versus fifteen dollars of animal-based foods let's see what kind of nutrients you get and compare in fifteen dollars of plant-based Foods you get soy protein
ojVuVICofjk,Do NOT fear CHOLESTEROL!,what about my cholesterol and the simple answer for people is yes your cholesterol may go up and no that will not increase your risk of heart disease and yes you will become more healthy you will lose weight you will have better,Do NOT fear CHOLESTEROL! what about my cholesterol and the simple answer for people is yes your cholesterol may go up and no that will not increase your risk of heart disease and yes you will become more healthy you will lose weight you will have better
pWDrWbQeZiA,Meat promoting hair growth,your parents are on it too yeah we're all right how do you guys feel I I feel great my Mom feels great yeah my dad feels great like his hair is like growing back oh my gosh my bowel movements have never been better so I,Meat promoting hair growth your parents are on it too yeah we're all right how do you guys feel I I feel great my Mom feels great yeah my dad feels great like his hair is like growing back oh my gosh my bowel movements have never been better so I
MIuuoyLptX0,MEAT heals GUT issues,I started doing carnivore for a month and then two months three months cleared my gut issues amazing and then I introduced honey and honey and maple syrup is really in Fruit it's really all,MEAT heals GUT issues I started doing carnivore for a month and then two months three months cleared my gut issues amazing and then I introduced honey and honey and maple syrup is really in Fruit it's really all
U7vz4B94CUY,Keto influencers love honey 😂,my favorite post-workout Foods honey come on get some of that,Keto influencers love honey 😂 my favorite post-workout Foods honey come on get some of that
bkePLSbRlOQ,McDonald’s French fries = anxiety??,french fries causing anxiety it's quite possible a new study was just released Link in consumption of fried foods especially Foods fried in seed,McDonald’s French fries = anxiety?? french fries causing anxiety it's quite possible a new study was just released Link in consumption of fried foods especially Foods fried in seed
FW8xPL_sNgg,Hidden benefits of liver,liver is quote unquote Nature's multivitamin you got choline you got vitamin A that's bioavailable in the retinol form you got biotin you got folate you got riboflavin ethylenium you got manganese you got magnesium you got zinc you got copper but there's a whole,Hidden benefits of liver liver is quote unquote Nature's multivitamin you got choline you got vitamin A that's bioavailable in the retinol form you got biotin you got folate you got riboflavin ethylenium you got manganese you got magnesium you got zinc you got copper but there's a whole
iQ2hXXSQ4GM,Beef tallow on your face???,your skin care probably costs hundreds of dollars a month and is full of nasty ingredients that are actually inflammatory for your skin compounds that can be endocrine disruptors absorbed Through Your Skin into your,Beef tallow on your face??? your skin care probably costs hundreds of dollars a month and is full of nasty ingredients that are actually inflammatory for your skin compounds that can be endocrine disruptors absorbed Through Your Skin into your
lGnQxyBiM8c,Protein bars = misleading,fake healthy foods at Whole Foods got the think exclamation point high protein bar well I'm gonna think about what's actually in here and I discovered that the first ingredient is freaking soy,Protein bars = misleading fake healthy foods at Whole Foods got the think exclamation point high protein bar well I'm gonna think about what's actually in here and I discovered that the first ingredient is freaking soy
zrKWPeDybRg,The keys to longevity,today is my birthday I'm 46 years old and I feel amazing probably the best I've ever felt in my whole life the strongest the most resilient the most mentally focused and,The keys to longevity today is my birthday I'm 46 years old and I feel amazing probably the best I've ever felt in my whole life the strongest the most resilient the most mentally focused and
alExqAdknZ0,Fruit Loops = behavior issues in kids?,cereal aisle at the grocery store is a train wreck guys I used to love Fruit Loops as a kid you probably love fruit loops's kid maybe your kids eat fruit loops did you know that Fruit Loops contains high fructose corn syrup it,Fruit Loops = behavior issues in kids? cereal aisle at the grocery store is a train wreck guys I used to love Fruit Loops as a kid you probably love fruit loops's kid maybe your kids eat fruit loops did you know that Fruit Loops contains high fructose corn syrup it
8hqhEPi4ikM,Butter is a health food,this is a health food you've been told for 70 years the butter is horrible for you but butter is healthy for humans tell your mama tell your grandma tell your,Butter is a health food this is a health food you've been told for 70 years the butter is horrible for you but butter is healthy for humans tell your mama tell your grandma tell your
dIdn9mN4RL0,The dangers of dishwashing detergent￼,dishwashing detergents could be damaging your gut check out this article guys many dishwashing soaps that go in here contain compounds called alcohol,The dangers of dishwashing detergent￼ dishwashing detergents could be damaging your gut check out this article guys many dishwashing soaps that go in here contain compounds called alcohol
M-dE2iIiqjE,What’s wrong with BIG FOOD?,food manufacturers they're not ethical and they don't really have to be because there's nothing in the Constitution that says businesses in the United States or businesses around the world must produce foods that are healthy you have the sovereignty as you should to make bad,What’s wrong with BIG FOOD? food manufacturers they're not ethical and they don't really have to be because there's nothing in the Constitution that says businesses in the United States or businesses around the world must produce foods that are healthy you have the sovereignty as you should to make bad
dXQgYe-UGLQ,How to shop for OLIVE OIL,a Trader Joe's there's a million olive oils which one do you get well first of all I would use Tallow butter or ghee instead of olive oil but if you want to use olive oil I wouldn't heat the olive,How to shop for OLIVE OIL a Trader Joe's there's a million olive oils which one do you get well first of all I would use Tallow butter or ghee instead of olive oil but if you want to use olive oil I wouldn't heat the olive
fVBz4wcIsbI,Why tap water is harmful,tap water is a nightmare you go to the environmental working group they have a really great database you can see what's in the tap waters for most cities Austin Los Angeles wherever it's pesticides organic solvents used in industry known,Why tap water is harmful tap water is a nightmare you go to the environmental working group they have a really great database you can see what's in the tap waters for most cities Austin Los Angeles wherever it's pesticides organic solvents used in industry known
axJMmdCcQLg,Why you should eat more eggs,here's why you should eat more eggs eggs contain so many essential nutrients that help humans Thrive they're full of bioavailable protein in the yolk and the white nutrients like vitamin K2 which is essential for optimal cardiovascular,Why you should eat more eggs here's why you should eat more eggs eggs contain so many essential nutrients that help humans Thrive they're full of bioavailable protein in the yolk and the white nutrients like vitamin K2 which is essential for optimal cardiovascular
rUfSwkSMvRM,Plant-based milk = SCAM?,the rhetoric around plant-based milks is so brazenly false you look at whatever oat milk you've got and both of them say this sort of boilerplate rhetoric oh delicious is the Smart alternative to,Plant-based milk = SCAM? the rhetoric around plant-based milks is so brazenly false you look at whatever oat milk you've got and both of them say this sort of boilerplate rhetoric oh delicious is the Smart alternative to
6OlIq1hsEXM,What are the best FATS to cook with?,this is how I shop for cooking pots at the grocery store come on I'm going to show you you got some seed oils here sunflower oil grapeseed oil stay away from all that stuff avocado and olive oil I think a lot of you guys probably,What are the best FATS to cook with? this is how I shop for cooking pots at the grocery store come on I'm going to show you you got some seed oils here sunflower oil grapeseed oil stay away from all that stuff avocado and olive oil I think a lot of you guys probably
h4DJz4ySBA8,Gatorade causing inflammation?,is the red food die in this Gatorade causing inflammation in your gut these Gatorades both contain Allura red red 40 dye which is a known cause of,Gatorade causing inflammation? is the red food die in this Gatorade causing inflammation in your gut these Gatorades both contain Allura red red 40 dye which is a known cause of
f9hD5w3Qwf8,Joe Rogan asks about veggies,what about the vitamins that you're getting from Plants essential nutrients and phytonutrients that you get from Plants what about those there are no nutrients in plants that you cannot get,Joe Rogan asks about veggies what about the vitamins that you're getting from Plants essential nutrients and phytonutrients that you get from Plants what about those there are no nutrients in plants that you cannot get
l09dLpqD1F4,The best post-workout meal,I'm in La I just got done working out at this gym and I'm gonna get a post workout refeed I got some ground beef because I want the creatine I got some honey I got some raw goat's milk yogurt,The best post-workout meal I'm in La I just got done working out at this gym and I'm gonna get a post workout refeed I got some ground beef because I want the creatine I got some honey I got some raw goat's milk yogurt
W4tfE5H6Ong,Why you should drink milk,is why you should drink more milk we know that dairy milk from cows contains so many nutrients that are essential for optimal human health things like calcium for bone strength vitamin K2 for,Why you should drink milk is why you should drink more milk we know that dairy milk from cows contains so many nutrients that are essential for optimal human health things like calcium for bone strength vitamin K2 for
IcNhbqOoZ7I,Can you heal yourself?,the power to change the power to heal from these chronic illnesses it's ours we have it but that's not what we're taught in medical school I'm a doctor and they basically it's just you figure out what someone has and then you know,Can you heal yourself? the power to change the power to heal from these chronic illnesses it's ours we have it but that's not what we're taught in medical school I'm a doctor and they basically it's just you figure out what someone has and then you know
jKj_EfsBVTA,Is sourdough bread healthy?,bread here's what I think sourdough bread is bread made from fermented flour that's the sourdough when you ferment the wheat for the bread it's going to lower the phytic acid somewhat and it's,Is sourdough bread healthy? bread here's what I think sourdough bread is bread made from fermented flour that's the sourdough when you ferment the wheat for the bread it's going to lower the phytic acid somewhat and it's
AcTJJxzkoGo,Animal-Based at Whole Foods,Whole Foods Food Hall Santa Monica California let's go first stop meat oh you have two pounds of the grass-fed ground beef here got some heart we got some kidney bison,Animal-Based at Whole Foods Whole Foods Food Hall Santa Monica California let's go first stop meat oh you have two pounds of the grass-fed ground beef here got some heart we got some kidney bison
yyF04rNhSqY,McDonald’s Fries = 19 ingredients,Donald's french fries contain 19 ingredients 19 ingredients why do they need 19 ingredients can't you just make french fries with potatoes Tallow which is beef fat and salt what the heck is in,McDonald’s Fries = 19 ingredients Donald's french fries contain 19 ingredients 19 ingredients why do they need 19 ingredients can't you just make french fries with potatoes Tallow which is beef fat and salt what the heck is in
4a4G5Uhqx5c,Are humans broken??,there's this subtle not so subtle propaganda that you learn in medical school that humans are broken and that we cannot fix ourselves and that to me that's probably why I do the work I do,Are humans broken?? there's this subtle not so subtle propaganda that you learn in medical school that humans are broken and that we cannot fix ourselves and that to me that's probably why I do the work I do
KrzykmjmjRc,Greens powders are harmful?,greens powders here's what I think the intention is good you want to get easily digestible convenient vitamins and minerals in your foods the execution is bad in my opinion these are basically a,Greens powders are harmful? greens powders here's what I think the intention is good you want to get easily digestible convenient vitamins and minerals in your foods the execution is bad in my opinion these are basically a
3kge5IpJ7LQ,Ground beef without beef??,we've got beefless ground beef at Trader Joe's this one's my favorite this is absolutely ridiculous how can they call it a beefless ground beef let's look at the ingredients first you have textured,Ground beef without beef?? we've got beefless ground beef at Trader Joe's this one's my favorite this is absolutely ridiculous how can they call it a beefless ground beef let's look at the ingredients first you have textured
GyTq8h1MoZw,Snickers = Fruit??,Snickers bar is this bastard child evolutionary equivalent of a piece of fruit yeah and that is not a piece of fruit that's high fructose corn syrup that's binders that's wheat gluten,Snickers = Fruit?? Snickers bar is this bastard child evolutionary equivalent of a piece of fruit yeah and that is not a piece of fruit that's high fructose corn syrup that's binders that's wheat gluten
_OzwbCWLK6w,What are “Free-Range” eggs?,so what is a free range designation mean on eggs free range means that chickens get two square feet of roaming space and that's okay it's better than being in a cage or being in a barn all the time,What are “Free-Range” eggs? so what is a free range designation mean on eggs free range means that chickens get two square feet of roaming space and that's okay it's better than being in a cage or being in a barn all the time
UHPkvsNXJNQ,NFL pre-game meal,this is how an NFL player eats animal-based I'm here with Taylor rap he's going to walk you through his pre-game nutrition his pregame meal and what he eats during the game to stay fueled so about three four hours before,NFL pre-game meal this is how an NFL player eats animal-based I'm here with Taylor rap he's going to walk you through his pre-game nutrition his pregame meal and what he eats during the game to stay fueled so about three four hours before
FA-QxxqlGdY,What is the circle of life?,the way of life is that in order for something to live something else must die whether we're eating plants whether we're consuming animals like we have an impact on the planet to imagine that a plant-based diet is killing less animals,What is the circle of life? the way of life is that in order for something to live something else must die whether we're eating plants whether we're consuming animals like we have an impact on the planet to imagine that a plant-based diet is killing less animals
ep8J-VkHe_8,Raw cheese at Trader Joe's,you can find raw milk cheese even at Trader Joe's you guys know that I love raw dairy because the whey protein in the dairy is not changed with heating,Raw cheese at Trader Joe's you can find raw milk cheese even at Trader Joe's you guys know that I love raw dairy because the whey protein in the dairy is not changed with heating
