ID,first_three_sentences
22HuFL6CgnU,"if you're buying diapers for your child, know what's in them. I would look for something that's free from fragrance, which is going to be phalates, and other xenoestrogen, hormone disrupting compounds, chlorine, bleaches, parabens- which are also fragrances- and latex. if you want to buy a diaper, know what's in it and get something that's free of all those things, because if you have xenoestrogens, if you have hormone disrupting compounds in your child's diaper, that's going to be absorbed by your child as they're developing in childhood."
b3rUWH3-2RU,"Marilyn Monroe, ate a breakfast of milk with raw eggs every morning and ate liver for dinner. Angelina Jolie has said that steak is her beauty secret and that a vegan diet nearly killed her because she wasn't getting enough nutrition. listen, this is simple."
AYYIth4Lehc,"you ask me what I think about chicken. here's the deal: chicken is meat, it's an animal, doesn't contain defense chemicals. I think it's much better than eating a ton of plant Foods, processed plant Foods or Garbage processed foods, but when it comes to chicken versus red meat, I'm much more a fan of beef and bison than I am of chicken, because even the best chickens- organic chickens- are going to be fed corn and soil, they're going to be fed grains, they're going to be fed foods that are not evolutionarily appropriate for the chickens."
AM5vtp8_be8,"I don't drink coffee, but if I did, here's how I would do it. I would start with a good, organic coffee. I would only brew that coffee with spring water or reverse osmosis water."
tvWdsPxS84c,"this is what I use for shampoo and soap. come in my shower. as you can see, there's nothing here."
W_vKL3_nyTE,"seed oils and ice cream. that is crazy. butter pean ice cream- man, I used to love this when I was a kid."
hNjuesC7x7A,"it's really clear that there's something going on with these non-nutritive sweeteners. I have seen so many cases of people who are trying to lose weight drinking six Diet Cokes a day. they're saying: look, I'm getting zero calories in here and nothing will budge."
tZ9tYFDjeig,"seed oils in your Healthy sunscreen. many of these healthy alternative sunscreens contain seed oils. just like you don't want to eat seed oils, you do not want to put seed oils on your skin, because that seed oil is then going to go into your skin, into your dermis and epidermis, and accumulate in your cell membranes there, making them fragile so that when they come in contact with the sun they get damaged."
YH2yLu68OIk,"I made a meat stick with organs- the first of its kind. the only meat stick on the planet with liver and heart, made entirely with grass-fed grass, finished regeneratively raised beef sourc from some of the most incredible, best Farms on the planet. it took me and my team over 2 years to create this, more than 50 trials, but we nailed it."
TJtY8-5h_pY,"men who consume the most cheese have the lowest sperm counts and the worst motility morphology. when you eat cheese, you're eating something that's three4 fat. you're gaining body weight."
Du9aNuJTWyE,"Farm ra salmon is colored. if you look at the ingredients on farm raay salmon, it's going to say salmon and then it's going to say some sort of a colorant. farm- raised salmon is anything that says Atlantic salmon but doesn't say wild caught or wild raised."
Z3zT8KN6dtg,"here's my Sprouts grocery haul guys. hot, take Sprouts crushes, Whole Foods- way better than Whole Foods. look at this."
WpRIxx5XRd8,this potentially cancer-causing chemical is probably on most of the food in your house right now. glyphosate is the most widely used herbicide in the United States today and it is sprayed on so many of the foods we eat. it's probably in your house right now.
KMTbFAz3deA,"How can there be 10 ingredients in pickles at McDonald's? McDonald's pickles contain potassium sorbate, a preservative, with concerns that it will damage DNA, genotoxicity and carcinogenicity. that's cancer causing."
kI2XPqhqVHg,"this liver contains more nutrients than kale. you've been told that kale is a superfood and, yeah, this is better than an ultra processed food, but my money is on liver and red meat when it comes to True superfoods, just look at this chart. look at the nutrients in liver versus the nutrients in kale."
batuBQZ8klw,"this is a jet lag hack: grounding in connection with sunlight to reset the Circadian rhythm. grounding in a particular place is connected with the Circadian rhythm, so if you're traveling, definitely put your feet on the grass 15 to 20 minutes. get in the water, a lake or an ocean."
HWpnTZP4vi4,"look at how thin people were in New York City in 1945. this video is striking and incredible. I don't really see a single person in this video who is obese, and yet today in the United States, 70% of people are obese and overweight. you can see similar Trends even up to the 1950s and 1960s."
fUFjScdh6tw,"just anecdotally, I've had several friends in their 40s and early 50s say they wanted to lose weight and get in shape. the thing that's worked every single time. and I just say: eat meat, fish, eggs, vegetables, fruits."
-i4NDImStFE,"vegans still crave meat. don't believe me. there's a very interesting study that shows that vegans and vegetarians, when we put electrodes on their brain, at a conscious level they may have an aversion to meat, but at a deep seated, evolutionary level, they still have a positive response to things like meat and nutrient-rich foods like organs."
_JljWWlVUlU,[Music]: [Applause]. [Music] h.
TPT-w__JXWI,"I'm here at the farmers market, come on. so this is raw goats mil from my friend Rodrigo. that's the gold half of a plantain tree right here."
eu_nLAqwl10,"so this is my, this is, like my favorite thing to do when I'm not surfing and, yeah, weightlifting this fourth or fifth, not even. [Music]. [Music] third."
TNNoFcJ1OW8,this preeminent director of Avatar and so many movies is investing hundreds of millions of dollars in plant-based protein. James Cameron I always think of. testosterone is a toxin that you have to slowly work out of your system.
oYYPUlLVNkc,"these foods should have a warning Label. cigarettes have crazy warning labels. look, there's a guy there with a respirator and this guy has a tracheostomy."
7MZvO4CDRS8,"I don't use toothpaste. I know that causes your brain to go. let me show you, guys, how I do this."
xittdCv-hvs,"there's so much conflicting health information. today, there's another guy or girl saying Kale's the best thing on the Earth. it's a bean diet, spinach is amazing and celery juicing right, and I'm going to say, oh, spinach is full of oxalates."
qjIKsizQK7Q,"these type of supplements for M libido. crack me up, guys. what they should have here next to all of these supplements is a freaking steak ground beef liver heart."
5k5w8az8BU8,"when I wake in the morning, this is the Green Giant, which has collagen, peptide, cinnamon, creatine, amino acids, and I take around 60 pills. I'll work out for an hour and then I'll eat this, the super veggie. 1 hour later I'll eat nutty pudding and I'll take the remaining pills the day, which is around 40. hey, what did he say?"
bCZa3pPzv1M,processed foods are making you fat- Ultra processed foods at places like McDonald's. these foods are highly correlated with obesity. here's a chart showing the highest rates of obesity- that's being fat- in the United States.
9inc4BTjYAc,"magnesium deficiency can contribute to poor sleep, and magnesium deficiency is extremely common, with over 56% of the world's population known to be deficient in magnesium. how do you get enough magnesium in your diet? on an animal- based diet?"
PQWQ_LAE9vU,"what is your secret to not freezing? you eat steak. dang it grassed, Humane steak."
cet7iqK8tZo,this is the biggest secret at Sprouts Farmers Market that you don't know about. this is a raw cafir from raw Farm in California. I've been to this farm and they can sell this as a pet food.
rkFASSeIQZ0,"this nutrient is critical for heart health and it's nearly impossible to find in plant Foods. I'm talking about vitamin K2, and liver is one of the best sources of vitamin K2 on the planet. in population studies like the rdam study, those who ate the highest amount of vitamin K2 from animal Foods- things like meat, eggs, liver- had the lowest rates of cardiovascular disease."
KPv79qt1I1c,"this is how to get more organs in your diet. I got a grassfed grass finish regeneratively raised chuck steak here, not good for grilling but really good for ground beef that goes into the grinder. then I'm going to add some heart and some liver."
lqfeDmtppJA,"every nutrient that we know of for humans to thrive is in animal Foods, is in meat and liver, but where are the plant foods that contain vitamin K2, that contain creatine, torine, anine and carnitine and carnosine, and for hydroxyproline, which is a component of collagen? those specific nutrients are all studied in beneficial for longevity, and all of the nutrients I mentioned- vitamin B12, vitamin K2, the list goes on and on- are only found in animal Foods in any significant amount."
LSY3J49Qpo4,"you've got a Pokémon Happy Meal here and you get Pokémon cards with your diabetes, obesity, depression and bad behavior inducing junk food. I ate Happy Meals when I was a kid, but let's see what's in here. french fries- 19 ingredients, four different types of seed oils, aluminum preservatives, Silly Putty ingredients, apple slices- well, at least that's okay."
RoifQibJXuY,"you are what you eat. here are my thoughts, for starters, directed by a vegan. the primary investigator in the study is a vegan, who also is the head of the Stanford plant-based initiative, which is funded by beyond meat vegan propaganda."
QaIvsqqaRSo,"broccoli is. I say this in some of my short form content and I recently just got called out for saying there's not randomized controlled trials in humans to say that broccoli is harmful. but here's my take: actually, don't think you need randomized control trials in humans when you have significant clinical experience."
JC32TuPOvrQ,"Sprouts now has a grass-fed liver. they even say this: goodness, liver on the back: Coline, vitamin K2, folate, riop, flaven- this company gets it. look at this superfood Powerhouse."
rP1_iwq1rbc,"plant-based diet versus animal based diet. on a vegan diet, you could do this. you could do a Whole Foods, plant-based diet without the bull, without seed oils and high fructose corn syrup, but you're going to need about 100 pills a day to get the nutrients that are uniquely found in animal Foods: vitamin B12, vitamin K2, bioavailable vitamin A, cartin, Coline, anine, toine, biotin, co-actors like Coen on Q10- that's just the beginning of the list."
qQYC7go0XUE,"550 calories in this muffin. half a pound of 8020 ground beef and get the same amount of calories. but half a pound of ground beef actually contains real, bioavailable nutrients for humans."
HAS-Ht1T36s,"this is my meat haul at a specialty butcher in Scottsdale, Arizona, while I'm traveling. I've got a bunch of grass-fed grass finish riye steaks. I got some grass-fed ground beef."
AkYqZcZn8PM,"vegans. they're so right about their intention. they want to do well, harm less animals, do more good in the world."
RWNdlFKzXQM,"I'm in Macy's and I see this cookware and it says PFA free. so I do a little research and it turns out this company, analon, is the subject of a class action lawsuit for falsely advertising that their cookware is free of pfoa. now, pfoa is only one type of forever chemical, also known as pfas."
yeds6sNNitc,"I've heard that a lot of these plant-based burger patties stock are crashing. I've got some Financial advice for Beyond Burger and impossible Burger. Stop investing in Factory produced Ultra processed slop for humans that is carbon positive and invest in some regenerative beef that is nutrient-rich, healthy for humans and carbon negative."
cFwRl-wwiHE,"could eating red meat help you live longer? a recent study published in the journal science suggests this is a distinct possibility. researchers, in this study we're looking at a unique amino acid called torine."
3V9FuHZWhDE,"one of the biggest shakeups in the food world over the past 5 or so years is the popularization of plant-based meat, and one of the most famous companies doing it is impossible. I like the Techno music to the dance club: possible Burger Factory. wait, here comes the textured soy protein."
pHtpsR0zdnw,"if you listen to mainstream Western medicine, they won't even tell you that you can modify your life experience with diet. if you get a chronic disease or if you get sick with anything- autoimmunity, depression, anxiety, bipolar, even psychotic disorder- schizophrenia- Western medicine will not tell you that is responsive to diet. doctors, for the most part, are well-intentioned, intelligent people who want to help their patients."
tmOJ2QH1UyI,"look at this. this bathroom looks really clean and nice, but there's a problem here. I'm with Ryan, an environmental biologist, who helped me examine my home, and when we looked at my bathroom and the sinks, we found in isue."
ESvnJWoE0bI,"what is? where did you gain your background in nutrition? oh my God, guys, I get this."
4om5WTGJQGg,"high protein cereals- completely fake Health Foods. look at the ingredients- seed oils, sunflower oil and peanut oil- and if you read the ingredients carefully, it says it contains a bioengineered food ingredient. what the heck is that?"
5yLbhlJ6gtY,"what's in a Dunkin Donuts Boston cream donut? over 70 ingredients. in this doughnut you got The Usual Suspects: processed sugars, corn syrup, artificial flavors, preservatives, sodium benzoate, sodium pyrophosphate, seed oils."
jGCxzZtqOtM,"if you like cheese, I've got good news for you. I recently came across a randomized control trial in which 10 people were followed for 10 weeks eating 200 gam of cheese a week. that's this amount of cheese."
aVpJ7rjv6A8,"here's what I eat for breakfast on an animal- based diet. I'm going to start with raw milk- that's goats milk, and local glyphosate free honey. that's one of my favorite things."
yzmqwMSjQh0,"plant-based meat releases more carbon dioxide into the atmosphere than real beef. in multiple life cycle analyses done on regeneratively raised meat, it has been found that for every pound of regeneratively raised meat produced, 3.5 lbs of carbon dioxide is sequestered into the ground. regeneratively raised beef is carbon negative impossible."
Ox_pwVlcZmc,there are 26 packets of sugar in Starbucks holiday drink. this is the peppermint mocha and it contains 68 g of sugar. there are no micronutrients in processed sugar.
DWMunaOavuY,"shocked at what American High School gym class looked like in the 1960s. this footage is from one of the 4,000 us high schools that followed Laser's physical education program that was pushed to be the standard model by JFK. it is a shocking sight to see how seriously fitness and health were being taken in the 1960s."
5SowFgUc4BI,"broccoli is. you guys have heard me say it before, but I'm going to keep saying it because you need to hear it. broccoli is part of the Brasa family of plants."
b51I9ibT7L8,"mainstream sunscreens are no good. there are multiple studies now about the ingredients in mainstream sunscreens being found in the plasma and that is not a good thing because these are potentially carcinogenic. they have been outlawed in Europe as carcinogens and we know that these things are not good for humans, potentially hormone disruptors."
EzGrZqCLbiU,"real steak versus plant-based steak. this is a grass-fed grass finished bison ribey, regeneratively raised. this is a mushroom steak made from mycelium, colored with fruit juice and given some spices on there."
HDTpTKTJceY,"could eating red meat help you fight cancer? the research is compelling. a recent study published in the journal Nature found that when trans vinic acid, a fatty acid found exclusively in milk and meat of ruminant animals and in human milk when humans eat milk and meat of ruminant animals, helped reprogram cytotoxic tea cells in a way that could fight cancers."
IhQJA7cJGT8,"I'm going to show you the garbage they're serving in the Mayo Clinic cafeteria. Western medicine doesn't care about food and the treatment of disease. look at this menu: Beyond Burger, turkey burger, hamburgers, cheeseburgers, all these real chicken tenders."
FjeKpQN8LGE,"up until 2013, Pizza Hut was the largest buyer of kale in the United States. and what did they use it for? they used it for garnish around the outside of the pizza bar."
mrESvezjK6c,"if you like butter, I've got some really good news for you. I recently came across a couple of randomized controlled trials in humans showing that consumption of butter is associated with less inflammation. check this out."
U6zVLADBIKI,"remove vegetables. this is obviously controversial, but I think it's important. removing leaves and stems and seeds from your diet will improve your health, especially seeds."
U0ACxQ7SC3A,this steak housee is called meat. I got my fingers crossed. they don't use seed oils for the steak.
wUs0yVAH2d8,"James Cameron, the director of Avatar and Terminator, thinks testosterone is toxic for men. I guess it's not surprising that he's made $140 million investment into a plant-based PE protein company. so when you look at all of the plant-based proteins here, so many of them contain P protein, concentrate, P protein, P protein, P protein, P protein."
YqKG9GYQ6BA,"the first thing I wanted to know was what actually went into the burger. me too, here. what we have in front of me is all of those natural plant ingredients."
rAHNiFJrrpA,"dudes, what kind of underwear are you wearing? if it's polyester, modol, elastine, spandex containing you are harming your balls. my friends, listen, I care about you, dudes."
3v4RzI6cDHc,"I just made my own ground beef with organs. I started with chuck steak cuts- not great for steak from a grass-fed grass finish, regeneratively raised cow that goes into the grinder. then I'm going to add some heart and some liver."
rTqQN1Yja00,"if you take fish oil. you need to hear this. I think Omega-3s are a valuable part of the human diet, but I think there are better ways to get them than fish oils."
efqdFG7cvNg,"almond milk for 7 years, I found out I was lactose intolerant. when I was in high school. there was a a week where, like, we just didn't have regular 2% milk in the house and my acne cleared up and that's when I was like, oh wait, I might be allergic to Dairy, right, right, right."
7hpGrnwaMzI,"liver is really the original superfood. this is the oldest superfood on the planet. if we're thinking about superfoods as foods that concentrate bioavailable nutrients that help humans live awesome lives, that's it- liver."
Cs-TWBmA-w0,"this is the best hack that you don't know about for healing your gut. I'm here in the walk-in freezer at Raw farm. this is basically raw dairy heaven, and here you got raw cafir."
2EAyYVkoAP4,"had a helmet of cell phones right strap around around my head and around my nuts I would not worry. yeah, wait, what I think he's wrong about this? cell phone radiation is clearly associated with lower testosterone in men."
CKGqWzOctDI,what even is this? it doesn't even move. this is the Chick-fil-A sauce.
G5x3aGoLPSg,"stay off Tik Tok at night, stoping with your circadian rhythm. eat actual meat and organs with nutrients that support your brain. oh, I want to be more clearheaded."
7JK29_zS4s4,"when you're looking for orange juice at the grocery store, here's what to look for. I look for a cold pressed juice that is organic and preferably not pasteurized. so Evolution, cold pressed organic orange juice."
C1tSF6dy4uk,this is my favorite Health. it's not this. red meat steaks organs.
2orOO645Znk,"Paul, where is the research showing soy consumption has feminizing effects in men? soy does not have any feminizing effects in men. if soy is feminizing, then show me theing evidence, Paul."
1atXdqKNd50,"the number one selling brand of infant formula in the country is full of seed oils. look at this: safflower oil and soybean oil. these are some of the worst seed oils when it comes to high levels of linolic acid, which are going into babies and accumulating in their fatty tissue, accumulating in the baby's cell membranes, in the mitochondrial cell membranes, setting them up for possible obesity and metabolic dysfunction in childhood."
8I-GpwFe5Fg,"Thanksgiving is about being grateful, and today I'm grateful for you guys. for you because it's your stories, it's the messages you send me. that's what keeps me going."
spZ6hsjuKnY,this is my nighttime routine. it starts with me watching the sunset outside with bare feet connected to the ground. then I eat some dinner.
ZnS8VH8K-oY,"there are essentially construction dust- iron filings- added to weedies. you could use a magnet to pull out the iron filings in weedies and other cereals and I did it. I took this box of weedies, I put it in a blender, I blended it up, I added water to it to make this weedies mush, let it sit for about 20 minutes and then I used my magnet."
sHHYWArS5Us,your McDonald's chicken nuggets contain 30 ingredients. I used to love these as a kid too. I ate too many of them.
H3B8UVdlaQQ,"this is how I order at restaurants. you can look at a menu at a steakhouse. most of the steaks, if you ask them, are not cooked in seed ears."
brzQVOWPjfQ,"I ate a lot of meat, a lot of bone broth, a lot of organs. I had such great pregnancies I think that was a big part of it. I don't doubt it."
-TqUmZjq_fA,"here's why you should eat more fermented foods. look, I'm a fan of these. you got pickles in here."
mXBW98oWfcA,"there are 800 gallons of truly raw milk fermenting in this stainless steel vat to make raw cafir. it's one of my favorite foods on the planet. raw dairy, especially raw fermented dairy, like raw cafir, has been shown repeatedly to be beneficial for the human gut."
qxjfTWRLyHk,"this farm raay salmon is actually this color, but they add color to it to make it look like wild salmon, which it is nothing like. farm rais salmon is raised in underwater pens. it's fed GMO corn, GMO soy poo and medications to prevent overgrowth of bacterial infections, because it's so unhealthy."
psjDahfNkXs,"this is how plant-based ground beef is made. you take some soy protein concentrate, sunflower oil, soy leg hemoglobin, then you add some methyl cellulose, which is basically sawdust, and this is how real ground beef is made. I've got some grass, bed brass, finish, regeneratively raised beef from a cow that I actually helped with the slaughter of."
fxgw7hYAuzk,"the vast major majority of food contributing to our emission crisis lies in meat and dairy products. we already know that a plant plant power diet is better for your physical and mental health, and I am living proof of that, but the reality is it is better for the planet. what to say that a plant- power diet is better for your health is just a complete misunderstanding."
dj89t8gj5rw,is the beef at Subway real beef? are the meatballs pure meat? let's go find out.
EqZwsk-ewaw,"so I went to medical school. not once was nutrition discussed and not once were we challenged, as Physicians, or physicians in training, to think what is the root cause of my patient issue? it's just, and this is important too."
7MqjC_jK_3Q,"honey is a health food. I love having local raw honey in my life and my diet, so much that I got my own little Hive. I used to think honey was just sugar, but then I looked at this medical literature."
i9lk6qwHfQs,this is how you open a young coconut in Costa Rica. first way: super simple. there are three little eyes on top.
ln0dMwo7NbM,"this is why you should eat your steak medium rare. there are many nutrients in steak, but some of these are actually denatured by heat, especially things like torine and some of your other B vitamins. so you don't want to make your steak well done because you can denature some of the good compounds in there partially."
kjVia978VyQ,"look at this, you guys. it looks like a piece of coyote poo or something, but it's a Tamarind. it's a fruit that grows in Costa R, Thailand."
p5P7zfyyzno,"here's the Twisted truth about Skittles. do you have any idea why manufacturers want to make candies and all sorts of different colors like this? it's very appealing to our eyes, isn't it?"
Bf2pzWcyy5U,"over 100 ingredients in here. you are led to believe this is 100% chicken. I even asked them: is your grilled chicken sandwich, is that 100% chicken?"
nyo3x-z0Hfg,"there's a lot of food out there that's basically legal drugs, in my opinion, and manufacturers are smart. there's a lot of money behind these businesses: craft, whatever the parent company of lazes nestle. these aggr business multinational corporations are smart."
S-MdRuRaC4s,"this is my morning routine. after waking up with the sun, I head to the bathroom to take care of business. got to love a good poop, then I turned the Wi-Fi back on because I had it turned off overnight- head into the kitchen, drink some reverse osmosis water and a little bit of local gate free honey before heading downstairs for grounding, sunlight in the eyes and light movement to start the day."
kY67wF0FXpk,"if you have muscle cramps. you need to listen to this. getting minerals from your food- magnesium, potassium and calcium- is essential for avoiding muscle cramps, but a lot of those minerals are not bioavailable in plant Foods."
ycDAdAJW1tA,"Dr saladino, when you're recommending this diet, what risks do you discuss with your patients? I don't think there are any risks to eating animal food and you are a psychiatrist- am I correct? a residency in Psychiatry."
T8Mlb8UwFSg,"here's why you should eat more cheese. there are tons of research studies of All Sorts- Interventional, observational- showing associations between increased full fat Dairy consumption, like cheese or whole milk, and lower rates of cardiovascular disease, diabetes, obesity, Etc. we know that cheese, milk, these dairy products are full of so many nutrients that are essential for optimal human health, things like vitamin K2, choline, calcium, riboflavin."
VMBUdK_8tq0,"raw milk is amazing for humans. there are benefits to gut Flora, benefits to kids who grow up drinking this, who have less allergy eczema and Asthma. there are benefits to pregnant mothers and the nutrients in raw milk are much more preserved than in pasteurized milk."
5sfYdF5hH4A,"the following clip on raw milk was removed from YouTube, but it's so important and so helpful that I really want you guys to see this raw milk. cafir is an incredibly nutritionally dense whole food that's fantastic for the gut microbiome and it's extremely complex with all this diversity of bacteria. there's history with this."
duSztJPud78,"sweet green just announced they are removing oils from their cooking oil and phasing it out from their salad dressings. this is amazing, guys. last year I did a video calling them out, sweet green, what kind of oil all going to be?"
RZDoHVL5Hqs,"your pumpkin spice latte contains 27 ingredients. the second ingredient is processed sugar: 50 g of processed sugar. this single drink contains 390 calories, a significant amount of which is processed sugar."
2HHDc8kL6SQ,"your vitamin C supplement has a dirty little secret. look at this, guys. vitamin C supplements are ascorbic acid."
ZumgNd3i4Z8,"these Foods combat hair loss: meat, eggs, liver. these foods contain unique nutrients that have been proven repeatedly to slow, prevent and, in some cases, even reverse male and female pattern baldness and other types of hair loss. what nutrients am I talking about?"
Rwkkw_feqvk,"this is the best food for sexual health and libido, not this, this meat like this ribey or ground beef. the idea here is that meat and organs, animal foods and the unique nutrients they contain- these are the most important foods for sexual health, for libido, for optimal levels of hormones, for fertility and for virility, for sexual desire. you must be getting animal Foods in your diet."
ZgRoz60ugnc,"I'm going to go get a dexa scan after eating an animal- based diet for 5 and 1/2 years. okay, so visceral fat3 lb, it's on the lower end of what I tend to see in dexa scans. so what do you think of the bone density?"
6sU8HX0awro,"this is my supplement stack. I just took a multivitamin- creatine, collagen and electrolytes- and this is what it looks like. I can get all of those things in highly bioavailable forms in food."
3YbN1-ShEtE,"what is beef Tallow? this is one of my favorite cooking fats. beef Tallow is rendered beef fat, so they'll trim fat from a cow, either from below the skin, above the muscle or around the kidneys."
7VCxmMFZSGQ,"cholesterol. I get so many questions about this, you guys, and whether eating red meat will raise your cholesterol. the question you should be asking is: are you metabolically healthy?"
_Q6ypwLf2Ok,"seed oils are inflammatory. when you eat seed oils like this soybean oil, large amounts of linolic acid accumulate in all of your cells and tissues, including your LDL cholesterol particles. linolic acid is an 18 carbon Omega 6 polyunsaturated fatty acid that is very fragile and prone to oxidation, and these seed oils are full of it."
noAACLJ92Ys,this is a river of raw cheese. I can just reach my hand in here and grab some of these raw cheese curds. this is how cheese gets made.
viD8zw1LNUA,would I wear Lululemon shorts? not a chance. what's in these?
cfWPcNAVRMI,can you detox from fluoride? fluoride is an element found in almost 100% of drinking water in the United States and the world. the best way to start detoxing from fluoride is to stop drinking any fluoridated water and stop using any toothpaste that contain fluoride.
zu1xaSZFSVA,"I had horrible eczema when I was a kid and when I was an adult. raw milk protects kids from asthma, eczema and allergies. I wish that I had access to raw milk when I was a kid."
kR62XvqfM8A,"a lot of you guys asked me how I travel eating animal based like this glass container, grilled up some heart. I got some burgers that I grilled up. it's 80, 20.. grass fed ground beef and I will- I'll put some salt on there."
lIKzUNc7gAw,"to reduce their environmental footprint. hopdoddy did something amazing: they got rid of plant-based burgers and added more regeneratively raised, real beef to the menu. yes, this is true."
E14JfVnhTt8,"what's in a McDonald's Big Mac? let's find out. the bun- just bread, right?"
BwxMnUFKqIc,Do you want to build muscle? eat meat. check this out.
LFCTllHo-RM,I believe that every single person has some gift that they can give. I feel like we all have this obligation to give that gift in the best way. there's this great quote from Steve Prefontaine.
2YwBknT6ub0,"this is one of the best foods for human longevity on the planet, not this. this red meat is a longevity food. don't believe me, check this out."
Voacn0f73eM,"butter versus ghee. what's the difference? ghee is clarified butter, butter that has been heated and had the milk solids separated."
CVw0ZGvkPmc,"look at this, you guys. it looks like a piece of coyote poo or something, but it's a tamarind. it's a fruit that grows in Costa Rica, Thailand, other places in the world."
2qNty7ZhbhI,"this is why you should be drinking raw milk. let's start with the benefits. consumption of raw milk in kids who grow up on or off Farms leads to lower rates of asthma, eczema and allergies, and adulthood raw milk has been associated with beneficial changes in the gut microbiome, including increased levels of lactobacillus, and raw milk also contains the highest levels of MSM, a compound studied and found to improve joint health."
HHZ3CDsvjSg,"blue zones. don't be fooled by Netflix propaganda. there's a recent documentary on Netflix about these five regions of the world where people have exceptional longevity, and baked into that narrative is the idea that these regions of the planet all eat plant-based diets, which is largely beans, whole grains, greens, nuts and tubers."
SH5VtA7DjcI,"is this going to raise your cholesterol? I get this question all the time, guys, and this is the wrong question. the first question is: are you metabolically healthy?"
IMETkCp7zgQ,"collagen is valuable for hair, skin, nails, ligaments, Muscle Recovery. what's the best way to get it? my favorite way to get it is to make my own bone broth."
K8L5TUY49ug,meat substitutes. why do they make him look like me? so are you looking like chicken?
814Nby7BbAY,this is why I'm drinking pet food Sprouts in Texas. this is not pet food. this is raw kefir.
Gun2sXSDU-s,"these Foods combat joint pain and can reverse joint damage. this is a cow's scapula and it contains highin cartilage, full spectrum cartilage. I'm talking cartilage 1 through, 5, 9, 10, 11, glucosamine and kroen."
dpLy_wTEKMM,"look at this, guys. this is Criminal. the marketing, just the the amount of deception, the duplicity."
ow_OT_G0g-8,"there's anecdotes of zookeepers not feeding Lions organs. and the Lions become lethargic and they don't even want to mate because zookeepers are just feeding them muscle meat, they're not feeding them organs. and they realize like hey, wait, the species appropriate diet for a lion is they're gonna get a kill and eat the whole animal."
StoXHI5tOLc,"this is kale. think about this, guys. this is a leaf of a plant."
6XFbjCrqLs4,"I know you love Nutella, but this is a Nutella takedown. the second ingredient in Nutella is vegetable oil, is seed oil the second ingredient. so you're combining seed oils with a nut, which is a seed which is going to have lectins, digestive enzyme Inhibitors, Fates, oxalates."
p9kIeazi1q8,"before 1990, McDonald's french fries were cooked in beef fat- beef Tallow. since then they're cooked in seed oils- corn canola, soybean and partially hydrogenated soybean oil, which is a trans fat. but because people like the taste of beef fat, now McDonald's uses natural beef flavor in their french fries."
Tb5e0WreIi4,"oysters. what do I think? well, they're pretty nutrient Rich."
lyrE7-61PHA,"ice cream is a health food. it's so good, but this is not just any ice cream. this is animal-based ice cream that I made myself."
XXngFqZi0Og,"green smoothie versus animal-based smoothie. I used to love these when I was a vegan. they both have nutrients, but the nutrients in here not super bioavailable because they're from plant foods like kale and spinach."
9LLnNbuifkw,"grocery stores are really interesting to me. we are Hunters as humans, and in 2023, this is where we hunt, but we've forgotten how to hunt. we come to the grocery store, we don't even know what to buy anymore and we're so confused."
-tnWOdPGuUA,"eggs are the best shampoo. you guys might think I'm crazy, but check this out. eggs contain many nutrients in the white and the yolk that are proven in research studies to penetrate the scalp and nourish the hair follicle."
yH0YNS-9HOk,"regular Gatorade, Nature's Gatorade. watermelon juice got orange juice, got pineapple juice, you got coconut water. these fruit juices are amazing sources of electrolytes, of minerals, and they contain so many compounds bound to be beneficial in humans."
IDFYVIRKLa8,"are these healthy foods worsening your joint pain? all of these foods contain compounds that are clearly linked to worsening of arthritis, joint pain and damage to your joints. if you can't do movements like a deep squat, your joints probably aren't as healthy as they should be."
0Kmt0TtD5II,I can't even. I'm like almost speechless of this one. you got a vegan buttery spread.
7xPIfrTW2HM,"I've had Crohn's for 20 years or so. last year just was down like 50 pounds, like from what I'm at now. I was on a liquid diet for three months, based on like the doctor of the word, and that's filled with like all these- oh my God, so many garbage things."
a8-hxdyDaaI,I get questions sometimes: what do I eat? I'm a huge fan of an animal-based diet and this means based on animal Foods. so what do I have for lunch?
yv-lJ1Xw8z8,so when I'm at farmers markets I'll often look for honey and you can ask the people at the farmers market and what I do is I'll ask what's used on the farm. are there any pesticides used on the farm? how big is the farm?
Glw10Zpfcdw,bang energy. here's what I think. let's look at the nutrition label.
_TO-GoZo8Lw,"many imported olive oils are fake, meaning they're cut with vegetable oils- seed oils like corn, canola, soybean, sunflower- which is obviously inferior quality to a pressed olive oil- and even California olive oils, have been shown to be often rancid, oxidized and essentially spoiled. the UC Davis Center on olive oil has actually looked at this and has found that the vast majority of imported olive oils and olive oils produced in California are not that healthy. so if you can find a really good olive oil that you trust, that you know is not cut with seed oils, then it is certainly better than seed oils."
BCugCamImrY,"37 states have banned one of the most healing foods for your children: raw milk, raw dairy. this is one of the saddest realities that I've come across in my research and my learning, and I've met hundreds of parents and hundreds of kids from those parents who have benefited from including raw dairy and getting rid of pasteurized dead Dairy and milk in their lives. I've heard of improvements in all sorts of things, from gut discomfort, diarrhea, constipation, bloating, inflammatory bowel diseases, skin conditions like eczema, sleep issues."
J-sI8V4Q4No,"one of the most fun things that I do now with my content is this: I call it like Health journalism and I put on the mic and my buddy's kind of filming me surreptitiously- like he's being kind of subtle in the background, and we walk into restaurants and I go. well, I have a food allergy. can you tell me what your food is cooked in?"
