Video ID,Transcript
1I2V9ulQ_hE,most people know the food system is 
IRK3Qp9R7Hc,well let's say on the road and the only 
kL39_3AS0m4,okay which country do you think has the 
7UWRNh-Lh50,all right here's some crazy facts about 
1iMgE4k2w1w,okay what are some of the potential 
DI4IdP_VkH0,all right guys what do we got in the 
KlD76F6dnrg,it's interesting in the United States in 
SEWL96T7R_U,we're seeing this big push towards 
dURUeawtm3w,I spent a year as a vegan I trained for 
_jvk-cLNKK8,you know you mentioned cravings and and 
ylDx4c7kMqs,okay we're often asked about how we can 
tMF__twXRds,that a lot of people like to ask about 
M_7S3zpapxw,your big guy big football player guy 
kaG0VrENL48,okay I'm often asked about should I 
SrwX3EByGc0,these seven food additives are 
8zr_aU35Jjs,okay should you have coffee on a 
o61muE4Il54,okay do you necessarily go ketogenic 
58dk72cFxG8,okay Carnival rules for a type 1 
jdXbq06AYH8,okay should you have coffee on a card 
8kJy2nQxRPA,okay here's six ingredients in Lucky 
oqFFdex-x6c,you want to know seven ways you can 
ClLX8yyzn-E,let's talk about some interesting facts 
4lHidz5wUUY,here are seven major dangers of eating a 
CNGxWYGoXE8,okay what color is your poop and what 
tlpJgGMzccM,there are five groups of people that 
AjfJlTUv6V4,let's say you are trying to eliminate or 
OBqmcKWzFbg,if you go on a meat-based Elimination 
VVaqZ6SWNjE,there's intermittent fasting damage our 
mqYtA_WC9l0,why does salt Keep Us Alive well it 
y2xeuqoLM1c,our seven benefits of intermittent 
kN1zWWaAm80,all right three quick reasons why you 
c3FAHHRKqnw,so has some reason why you might want to 
t73_BOmrBZQ,all right some of you guys may have seen 
HktoKa-PYy0,all right food attitudes let's talk 
dkPmhMJC04w,did you know there are a number of 
59JpGIKweDE,all right for a reason why you may 
x8iYz-wqE88,after false scurvy can only be prevented 
eugE_IK4IMU,or what's something you might be able to 
lq89M9H_-bI,how do we know if me were about to eat 
zrw30zK21q0,well let's say you're at a pizza place 
7vF0Ly35BS0,let's say you are trying to eliminate or 
OUzPUsw_Zb8,all right let's talk about a couple 
AhsO9pI0JB0,all right let's say you want to go come 
3QGPkvZf1Bs,our seed oil is damaging your arteries 
dASJ78iLJ0Y,true or false a meat-based diet is very 
zw5Rns-XtuU,case you don't know what they sneak a 
GLaG_xBeAZg,now you want to prevent heart attacks 
SXTWk8Q23nw,let's say you are on a animal-based 
YVTGnYWsLiw,let's say you want to get rid of some 
TufzpkMCADQ,let's talk about legumes and what 
E0knPzkA8Us,are you made a decision to go on a 
5NkXCckG13s,hey folks let's take a look at this this 
rMtCbsAymzE,let's talk a little bit about dining at 
-jbko3VXbKw,okay folks did you know they they put 
v0MLdro4m4U,all right can you out extra as a bad 
n4yM8IjgMo0,probably don't need to be snacking all 
UOa5I0__EfM,can you intuitively eat things like 
tfQBVcBnfHI,okay true or false all condiments are 
qcAjdJ9ViAE,let's take a moment to talk a little bit 
BBMh_igQ6Qo,all right folks what's the number one 
oAngmesFo_c,in a previous video we talked about 
_-EV-VMBQZ0,let's talk about vegan vegan jerky 
xIkPOEzHNbA,okay true or false almonds are a great 
T2mnlwrhFds,all right what's the number one tip to 
mLKgYd5OANg,snacks that you might want to utilize on 
2nUrozaXBOs,what foods should you remove from your 
JsbhLMj1RjE,are legumes a good source of protein 
HwcvMnpj614,okay true or false the saturated fat 
_7tBVe1i4p4,nightshades are plants that produce 
Jdi_5A_xYjE,hey folks Dr Baker here let's compare 
LllPJUj8lsM,shopping for a meat-based diet or a low 
Oa4TqIt81ic,what is one of the most useless 
iwbLnemuk0g,are there anti-nutrients found in nuts 
tWbymd-4xXI,let's talk about some sneaky places 
OcTUZwy0RO4,what liquids or things to drink should 
dlDfzIf22L4,what happens when you eat too many 
FpgkPSM2DX4,guys you know there's at least 35 names 
R4l6PrF5vew,or how much fiber you have to eat on a 
qry7X-SkKG0,people that are suffering from metabolic 
GR4Ql0leUCo,doc Sean Baker here again let's give you 
WDkT9a-Uku4,is it all about just eating less junk 
8MNh4fhYeFk,what can you do when you go out to eat 
q2oQ3BVOkgg,the big elephant in the room that we're 
hNxMADrtXRI,so they kill every worm every Mouse 
Amote1f__6M,okay folks what sort of beverages might 
u09Gc_tfvdc,all right if you're clearing out your 
yHJq_2Scxdk,all right what's one thing you can do to 
cHlld62Y3WA,iron absorption is incredibly important 
qtI41yCuDc0,if you want to prevent Alzheimer's 
bV5xPMTnweo,let's say you want to avoid Alzheimer's 
Lar_tF2aJh4,all right Alzheimer's disease it is a 
EX60tm1ajDY,hey folks if you're going on a carnivore 
Bto0CVUu7eI,let's talk a little about Ultra 
gTauCVBvLoI,art obesity is more about just calories 
o-AknMClqQc,all right we all know we need to drink 
2bJaDmZhwP4,I was a religious zealot anti-drug guy 
rpO_n9teRFw,I use these six steps to refill your 
EyE_99LUwuo,all right why might you consider taking 
z2BVZB-lVPw,okay how much iron that you ingest you 
nEvjRzR2s_I,all right what's one simple way to get 
9L7Gp3DrGGo,let's talk about some hyper processed 
27KBa03vLrU,okay what are five nutrients that are 
j2a0oBLw6ZQ,have you ever wondered if you were not 
tjaainuFuQk,okay within a world of artificial 
wCYvYc-fv3w,okay if you're craving sugar one thing 
vYBIlXDoFfY,our artificial sweeteners really calorie 
TUa80Ee5tds,if you look at Vince guaranda look at 
9e3_fVfKA1w,hey folks it's Dr Sean Baker here again 
mHAdNQjW_GI,hey folks it's Dr Sean Baker again hey 
twhrWKjRKi0,guys this is Dr Sean Baker here let's 
UTeDCeloncg,guys doc Sean Baker here okay 
yo5Xa3FYmRk,everybody Dr Sean Baker here look 
88dqFkvUhfg,guys Dr Sean Baker here let's take a 
_8gUoPMrhQE,guys let's compare red meat to a 
z-RiTFkRoNk,I want to talk about again a little bit 
h3f8ruqhH1M,let's talk about well let's talk about 
kEDCH8zKzeQ,I don't think meat is bad for you in 
CRWT1yEizqo,everybody Dr Sean Baker here you know I 
CzHomieZLZU,let's talk about seven different types 
y9CmV0f3vB4,say you're on a meat-based low carb 
Hmmm24qpdZQ,was lean and I was miserable so it's 
kKtcZRe7GJg,what are some simple meal options you 
LAjA8ydmF38,you guys know eggs are both delicious 
_sE6WPJsRC4,everybody once again it's Dr Sean Baker 
u4cxfLJQSno,let's talk about how you get started on 
OcKrhMpKkSQ,what meats can you eat on a meat based 
pkna0wOEN00,let me talk to you about some of the 
3fPRwarBLyk,if you're trying to look out to avoid 
FF4FHSAl0IE,let's talk about the difference between 
lrJup8i0IcQ,focus on eating real food somebody'll 
6EbZjhlF1tA,talk a little eggs some people say eggs 
j7oGv89nWKs,talk about fruit that you may or may not 
vwTAc-YDcjc,our seed oil is the cause of the Obesity 
2TrICLi1GCU,let's talk about seed oils that you may 
Pkq2547WpnY,do I have to eat vegetables 
d9eBbl8kDM8,generally grains are going to be 
Ko37TYV2MGE,let's talk about fish sticks let's talk 
tXBzhUolWn0,let's talk about fish sticks let's talk 
-mbcbeXKOzc,let's talk about the difference between 
ecJ5_65lufA,let's say you're on a meat-based low 
Ndy8XQ2nWyo,here let's talk about well let's talk 
npesWf1WcoI,okay folks did you know they they put 
KzpQSwQ9o3Q,do I have to eat vegetables 
RSUDkR7HELc,now generally grains are going to be 
J6Y4EgprKHM,do I have to eat vegetables 
npFsRtcE0jg,okay our seed oil is the cause of the 
BMMJDL_fRcM,all right let's talk about seed oils 
8MPDYLQVPtM,I was lean and I was miserable so it's 
IR8SI2_vaAc,hey I want to talk about again a little 
82Z0jOdzH_k,all right let's talk about seven 
aoksVH5n9Ow,hey you guys know eggs are both 
4fTjetdmuSk,let's talk about eggs some people say 
Z3v96ZvzW6w,focus on eating real food somebody will 
rvuKV_nzr2c,so what are some simple meal options you 
_on8RKSzh6A,hey everybody once again it's Dr Sean 
OwBfWbDaMdk,okay guys let's compare red meat to a 
h9ga4PbY0q8,let me talk to you about some of the 
V-1oQXMRB-0,what meats can you eat on a meat-based 
AbvQG2PjdqA,hey guys Dr Sean Baker here let's take a 
cKtEzKBc0lc,hey guys this is Dr Sean Baker here 
EywXwM-pBYE,hey everybody Dr Sean Baker here look 
d8hLqTmlwAQ,hey guys doc Sean Baker here okay 
0IpYMo2m1A0,hey folks it's Dr Sean Baker here again 
gUV0BPL-pFI,hey folks it's Dr Sean Baker again hey 
aAqWn8PQ0AQ,hey everybody it's Dr Sean Baker here 
Rt-bKAbxD5A,okay let's talk about how you get 
pX48nCGzriU,I was a religious zealot anti-drug guy 
26_wGRTzCvw,so they kill every worm every Mouse 
5EByyeLzqX8,the big elephant in the room that we're 
AXAWhd9LdnM,when I was working as a surgeon when I 
4jUS4XrFbdQ,if you look at Vince guaranda look at 
0qVNJhv7qMU,terrifying to think about it people in 
anh6a--sZPI,okay under the watchful eye of Maximus 
UKH_5SR3wL8,supermarket runs does that get expensive 
TMt_aYXiZ-g,was using 2700 milligrams of gabapentin 
xNf40PidA8U,yeah hey one two three four five six seven eight 
F6LDh1m0JBU,there are a lot of people that only have 
4OcQWhWofoI,they just eat until they're not hungry 
YvQwa2Ci2xA,so there was a nice study that dr peary 
5p3i0dHIbmo,apparently drinking a can of Coke is 
ujjIV3rwIi0,is mayonnaise made with avocado oil 
LCmUOoBqDV4,can you believe that both of these meals 
nxYyytdZK7A,I just got done with a workout I'm going 
EGY8LUSW1rc,this is a breakfast from Starbucks a 
GshOUKdb9P0,I used to use a Britt water filter to 
AH6pYoKBUxs,this is how I shop for butter the first 
B3O_OfrgFWs,come on let me show you guys what's in 
pntOg2TbaM0,what is this pour right on top chicken 
0k7hotNMGVI,did you know that until 1990 McDonald's 
Xy5MBeCj-UE,watch this both airpods and wireless 
qz0pBIa2r7g,one of the things that bugs me the most 
YVDoVHlY-7Q,fake Health Foods this one is bad look 
iM9z2qes7u4,this cost $23 at Chick-fil-A and this 
BX7g_cudbAM,if you're thriving why change anything 
gSb3HwItw3I,Lazy Acres in Los Angeles I just got off 
TugyzhBOUBU,this is how food manufacturers trick you 
0Hl3nOTIFf0,I was seeing people in Psychiatry and 
dQrSTdjvbKM,if you have a Wi-Fi router you need to 
OgG4WJqJ1Lc,"both of these meals contain about 1,400 "
nt-25UJ6IaE,this is how I shop for eggs there are 
IuhqZ3d9ex4,in case you guys didn't know about this 
X8y8_Ud0CTk,what do you think of this carnivore diet 
FbwG7MXLGYA,I just got in I'm going to show you what 
Xh9EMwi5wuU,let me show you guys one of my favorite 
a49gJwAf1yo,120 years ago 130 years ago all 
s0974tS6ZJ8,the CEO of Kelloggs recently told us 
vQ4BVs3X-bM,bag that I have when I travel so I got 
_9ZlUlNMXwA,a study recently published in the New 
rXVe8Vy9cDQ,this is how I shop for nut and 
rTBPV1DkRCA,here's what to eat for breakfast on an 
P4c9USv7rV0,I did a vegan diet so I was 7 months of 
MfpXxrRNZ5Y,eating this is like smoking a pack of 
FzeRjK7W7rs,greatest athletes in history all loved 
FFmN7Cq7m5c,both of these breakfasts contain about 
NsldzDNukCg,if you control the food you can control 
es5kIpecHKs,if you use a plastic cutting board you 
ZYuHFwZbFZg,at a seed oil free restaurant I use this 
m1tmB2GAZmI,Americans use over a billion 
vvNN8Hk-msk,[Music] [Laughter] 
C7UFZofkPuM,this is why you should take your shoes 
VeQkcv8v3gA,look at this guys American Heart 
HRO1us-xI3E,there is a new study out there that's 
dOnDM5NpECs,"both of these meals contain 1,600 "
mDpL3iHtaw8,even plant-based Burgers know that 
H_Y-3hPsVfc,this is the McDonald's play pen this is 
vqY6QyV_IlI,here are three reasons you should eat 
22HuFL6CgnU,if you're buying diapers for your child 
b3rUWH3-2RU,Marilyn Monroe ate a breakfast of milk 
AYYIth4Lehc,you ask me what I think about chicken 
AM5vtp8_be8,I don't drink coffee but if I did here's 
tvWdsPxS84c,this is what I use for shampoo and soap 
W_vKL3_nyTE,seed oils and ice cream that is crazy 
hNjuesC7x7A,it's really clear that there's something 
tZ9tYFDjeig,seed oils in your Healthy sunscreen many 
YH2yLu68OIk,I made a meat stick with organs the 
TJtY8-5h_pY,men who consume the most cheese have the 
Du9aNuJTWyE,Farm ra salmon is colored if you look at 
Z3zT8KN6dtg,here's my Sprouts grocery haul guys hot 
WpRIxx5XRd8,this potentially cancer-causing chemical 
KMTbFAz3deA,How can there be 10 ingredients in 
kI2XPqhqVHg,this liver contains more nutrients than 
batuBQZ8klw,this is a jet lag hack grounding in 
HWpnTZP4vi4,look at how thin people were in New York 
fUFjScdh6tw,just anecdotally I've had several 
-i4NDImStFE,vegans still crave meat don't believe me 
_JljWWlVUlU,[Music] [Applause] 
TPT-w__JXWI,I'm here at the farmers market come 
eu_nLAqwl10,so this is my this is like my favorite 
TNNoFcJ1OW8,this preeminent director of Avatar and 
oYYPUlLVNkc,these foods should have a warning Label 
7MZvO4CDRS8,I don't use toothpaste I know that 
xittdCv-hvs,there's so much conflicting health 
qjIKsizQK7Q,these type of supplements for M libido 
5k5w8az8BU8,when I wake in the morning this is the 
bCZa3pPzv1M,processed foods are making you fat Ultra 
9inc4BTjYAc,magnesium deficiency can contribute to 
PQWQ_LAE9vU,what is your secret to not freezing you 
cet7iqK8tZo,this is the biggest secret at Sprouts 
rkFASSeIQZ0,this nutrient is critical for heart 
KPv79qt1I1c,this is how to get more organs in your 
lqfeDmtppJA,every nutrient that we know of for 
LSY3J49Qpo4,you've got a Pokémon Happy Meal here and 
RoifQibJXuY,you are what you eat here are my 
QaIvsqqaRSo,broccoli is I say this in some 
JC32TuPOvrQ,Sprouts now has a grass-fed liver they 
rP1_iwq1rbc,plant-based diet versus animal based 
qQYC7go0XUE,550 calories in this muffin half a pound 
HAS-Ht1T36s,this is my meat haul at a specialty 
AkYqZcZn8PM,vegans they're so right about their 
RWNdlFKzXQM,I'm in Macy's and I see this cookware 
yeds6sNNitc,I've heard that a lot of these 
cFwRl-wwiHE,could eating red meat help you live 
3V9FuHZWhDE,one of the biggest shakeups in the food 
pHtpsR0zdnw,if you listen to mainstream Western 
tmOJ2QH1UyI,look at this this bathroom looks really 
ESvnJWoE0bI,what is where did you gain your 
4om5WTGJQGg,high protein cereals completely fake 
5yLbhlJ6gtY,what's in a Dunkin Donuts Boston cream 
jGCxzZtqOtM,if you like cheese I've got good news 
aVpJ7rjv6A8,here's what I eat for breakfast on an 
yzmqwMSjQh0,plant-based meat releases more carbon 
Ox_pwVlcZmc,there are 26 packets of sugar in 
DWMunaOavuY,shocked at what American High School gym 
5SowFgUc4BI,broccoli is you guys have heard 
b51I9ibT7L8,mainstream sunscreens are no good there 
EzGrZqCLbiU,real steak versus plant-based steak this 
HDTpTKTJceY,could eating red meat help you fight 
IhQJA7cJGT8,I'm going to show you the garbage 
FjeKpQN8LGE,up until 2013 Pizza Hut was the largest 
mrESvezjK6c,if you like butter I've got some really 
U6zVLADBIKI,remove vegetables this is obviously 
U0ACxQ7SC3A,this steak housee is called meat I got 
wUs0yVAH2d8,James Cameron the director of Avatar and 
YqKG9GYQ6BA,the first thing I wanted to know was 
rAHNiFJrrpA,dudes what kind of underwear are you 
3v4RzI6cDHc,I just made my own ground beef with 
rTqQN1Yja00,if you take fish oil you need to hear 
efqdFG7cvNg,almond milk for 7 years I found out I 
7hpGrnwaMzI,liver is really the original superfood 
Cs-TWBmA-w0,this is the best hack that you don't 
2EAyYVkoAP4,had a helmet of cell phones right strap 
CKGqWzOctDI,what even is this it doesn't even move 
G5x3aGoLPSg,stay off Tik Tok at night stoping with 
7JK29_zS4s4,when you're looking for orange juice at 
C1tSF6dy4uk,this is my favorite Health it's not this 
2orOO645Znk,Paul where is the research showing soy 
1atXdqKNd50,the number one selling brand of infant 
8I-GpwFe5Fg,Thanksgiving is about being grateful and 
spZ6hsjuKnY,this is my nighttime routine it starts 
ZnS8VH8K-oY,there are essentially construction dust 
sHHYWArS5Us,your McDonald's chicken nuggets contain 
H3B8UVdlaQQ,this is how I order at restaurants you 
brzQVOWPjfQ,I ate a lot of meat a lot of bone broth 
-TqUmZjq_fA,here's why you should eat more fermented 
mXBW98oWfcA,there are 800 gallons of truly raw milk 
qxjfTWRLyHk,this farm raay salmon is actually this 
psjDahfNkXs,this is how plant-based ground beef is 
fxgw7hYAuzk,the vast major majority of food 
dj89t8gj5rw,is the beef at Subway real beef are the 
EqZwsk-ewaw,so I went to medical school not once was 
7MqjC_jK_3Q,honey is a health food I love having 
i9lk6qwHfQs,this is how you open a young coconut in 
ln0dMwo7NbM,this is why you should eat your steak 
kjVia978VyQ,look at this you guys it looks like a 
p5P7zfyyzno,here's the Twisted truth about Skittles 
Bf2pzWcyy5U,over 100 ingredients in here you are led 
nyo3x-z0Hfg,there's a lot of food out there that's 
S-MdRuRaC4s,this is my morning routine after waking 
kY67wF0FXpk,if you have muscle cramps you need to 
ycDAdAJW1tA,Dr saladino when you're recommending 
T8Mlb8UwFSg,here's why you should eat more cheese 
VMBUdK_8tq0,raw milk is amazing for humans there are 
5sfYdF5hH4A,the following clip on raw milk was 
duSztJPud78,sweet green just announced they are 
RZDoHVL5Hqs,your pumpkin spice latte contains 27 
2HHDc8kL6SQ,your vitamin C supplement has a dirty 
ZumgNd3i4Z8,these Foods combat hair loss meat eggs 
Rwkkw_feqvk,this is the best food for sexual health 
ZgRoz60ugnc,I'm going to go get a dexa scan after 
6sU8HX0awro,this is my supplement stack I just took 
3YbN1-ShEtE,what is beef Tallow this is one of my 
7VCxmMFZSGQ,cholesterol I get so many questions 
_Q6ypwLf2Ok,seed oils are inflammatory when you eat 
noAACLJ92Ys,this is a river of raw cheese I can just 
viD8zw1LNUA,would I wear Lululemon shorts not a 
cfWPcNAVRMI,can you detox from fluoride fluoride is 
zu1xaSZFSVA,I had horrible eczema when I was a kid 
kR62XvqfM8A,a lot of you guys asked me how I travel 
lIKzUNc7gAw,to reduce their environmental footprint 
E14JfVnhTt8,what's in a McDonald's Big Mac let's 
BwxMnUFKqIc,Do you want to build muscle eat meat 
LFCTllHo-RM,I believe that every single person has 
2YwBknT6ub0,this is one of the best foods for human 
Voacn0f73eM,butter versus ghee what's the difference 
CVw0ZGvkPmc,look at this you guys it looks like a 
2qNty7ZhbhI,this is why you should be drinking raw 
HHZ3CDsvjSg,blue zones don't be fooled by Netflix 
SH5VtA7DjcI,is this going to raise your cholesterol 
IMETkCp7zgQ,collagen is valuable for hair skin nails 
K8L5TUY49ug,meat substitutes why do they make him 
814Nby7BbAY,this is why I'm drinking pet food 
Gun2sXSDU-s,these Foods combat joint pain and can 
dpLy_wTEKMM,look at this guys this is Criminal the 
ow_OT_G0g-8,there's anecdotes of zookeepers not 
StoXHI5tOLc,this is kale think about this guys this 
6XFbjCrqLs4,I know you love Nutella but this is a 
p9kIeazi1q8,before 1990 McDonald's french fries were 
Tb5e0WreIi4,oysters what do I think well they're 
lyrE7-61PHA,ice cream is a health food it's so good 
XXngFqZi0Og,green smoothie versus animal-based 
9LLnNbuifkw,grocery stores are really interesting to 
-tnWOdPGuUA,eggs are the best shampoo you guys might 
yH0YNS-9HOk,regular Gatorade Nature's Gatorade 
IDFYVIRKLa8,are these healthy foods worsening your 
0Kmt0TtD5II,I can't even I'm like almost speechless 
7xPIfrTW2HM,I've had Crohn's for 20 years or so last 
a8-hxdyDaaI,I get questions sometimes what do I eat 
yv-lJ1Xw8z8,so when I'm at farmers markets I'll 
Glw10Zpfcdw,bang energy here's what I think let's 
_TO-GoZo8Lw,many imported olive oils are fake 
BCugCamImrY,37 states have banned one of the most 
J-sI8V4Q4No,one of the most fun things that I do now 
mPflgb0VMF8,this is animal-based sunscreen 100 
6D5UwxD6ufU,this is all you need to clean your 
2ZEbESKjM6k,I was a vegetarian for a decade vegan 
P60nTCkJ30Y,I'm here picking out a red wine because 
B1iDumoCaOI,grass-fed beef for less than five 
2uQW-UpB8Fo,did you know that cultured butter like 
5cXfIJ2opa4,they're heavy metals like lead and 
rxYY4ddKFy8,there's history with this yes it goes 
RJ5HwFvW0gc,this oatmeal contains significant 
9J6_qoYqkSo,for women who are afraid to eat too much 
1wVbmZLb2pY,sometimes when I show orange juice 
9UijaqNt8rg,I want to tell you guys about my 
UJlvVfHRCFU,I actually don't have a major problem 
q5eXh6yFR0s,going to find out what's in the animal 
Pm-TuyXPofo,here's why you should eat more fermented 
NWaC-KCLdhM,I'm a very committed vegan by God I live 
79p7ZHHiFwo,meat and fruit as the primary Foods in a 
Fk1Seipqc3I,so I'm in the mall and I'm walking by 
GWheYMsm8QY,I'm a type 1 diabetic I'm diagnosed like 
GMGJJjf3wjk,is the infant formula that we're giving 
QwZ_I35iSpw,this food is illegal in the United 
DLkK4r37qLU,phthalates are making your penis small 
936mFN4jAyM,some quote healthy sunscreens contain 
EBo0DtNH9oQ,backwards walking is 
7uKoY8w7m3M,I'd so much rather be doing things like 
Mfpnc8rnIcc,here's why you should eat more cheese 
VWGU5ymjUzU,butter is amazing but you got to be 
kzvmJ891JfI,watch out for breakfast I had raw milk 
uEM-mnrBlss,here did you want 
UI2qyKoN6LQ,here's why you should eat burgers for 
xRvUCr6Cs2E,climbing pump it's different oh 
UVzLAuABbWM,I'm cruising around Target filming I 
ED1LQNfpA04,do you know what's in your tap water I'm 
BfjJmEqX9Og,first up let's get some meat grass-fed 
909Ap7IPyVU,the salt on McDonald's french fries has 
2E5Tp_TzyTU,look at this guys I found an 
aR_UbFkzdXg,I'm here at a four trillion dollar 
EWRL1s1dsZ8,red Gatorade no that's watermelon juice 
QjhqDboV2W8,whenever I talk about fruit you guys 
cz9kTbr51Bs,come on I want to show you guys what I 
gIhzp5RUxSU,just cut into this massive 
SUPsYiJKEY4,in this Grill 
x-nrXy_CKG8,so what makes you an expert in this to 
nH5ZiTVORFA,check this out you guys I've been 
1BwHcVGxaq8,is my animal-based day of eating 
fAuwtMyKN9k,thinking about how I used to love green 
uC8SZ4GLDno,why don't we understand that food is 
YswrOr0A4gQ,this is raw milk Heaven look at this 
UF4W1yq4Idk,okay guys I'm at Target filming some 
-8mwqon1Vzg,all right I'm at the butcher's daughter 
BWQzrisFSnU,this used to be my go-to for breakfast 
IZwzvoVPh5o,I'm at a 7-Eleven in Los Angeles and I'm 
3atWb0M6KIk,fifteen dollars of plant-based Foods 
ojVuVICofjk,what about my cholesterol and the simple 
pWDrWbQeZiA,your parents are on it too yeah we're 
MIuuoyLptX0,I started doing carnivore for a month 
U7vz4B94CUY,my favorite post-workout Foods honey 
bkePLSbRlOQ,french fries causing anxiety 
FW8xPL_sNgg,liver is quote unquote Nature's 
iQ2hXXSQ4GM,your skin care probably costs hundreds 
lGnQxyBiM8c,fake healthy foods at Whole Foods got 
zrKWPeDybRg,today is my birthday 
alExqAdknZ0,cereal aisle at the grocery store is a 
8hqhEPi4ikM,this is a health food you've been told for 70 
dIdn9mN4RL0,dishwashing detergents could be damaging 
M-dE2iIiqjE,food manufacturers they're not ethical 
dXQgYe-UGLQ,a Trader Joe's there's a million olive 
fVBz4wcIsbI,tap water is a nightmare you go to the 
axJMmdCcQLg,here's why you should eat more eggs eggs 
rUfSwkSMvRM,the rhetoric around plant-based milks is 
6OlIq1hsEXM,this is how I shop for cooking pots at 
h4DJz4ySBA8,is the red food die in this Gatorade 
f9hD5w3Qwf8,what about the vitamins that you're 
l09dLpqD1F4,I'm in La I just got done working out at 
W4tfE5H6Ong,is why you should drink more milk we 
IcNhbqOoZ7I,the power to change the power to heal 
jKj_EfsBVTA,bread here's what I think sourdough 
AcTJJxzkoGo,Whole Foods Food Hall Santa Monica 
yyF04rNhSqY,Donald's french fries contain 19 
4a4G5Uhqx5c,there's this subtle not so subtle 
KrzykmjmjRc,greens powders here's what I think the 
3kge5IpJ7LQ,we've got beefless ground beef at Trader 
GyTq8h1MoZw,Snickers bar is this bastard child 
_OzwbCWLK6w,so what is a free range designation mean 
UHPkvsNXJNQ,this is how an NFL player eats 
FA-QxxqlGdY,the way of life is that in order for 
ep8J-VkHe_8,you can find raw milk cheese even at 
7ptOYsFQKBY,bad news at the Whole Foods Smokehouse 
-UlBs2MtwUo,why are you drinking alcohol temporary 
MuAejBVaHok,cruising around Whole Foods 
CgYtHqZ24g0,french fries are some of the most 
8I69ZP5wpb0,I don't think there are any risks to 
4SiN5j9t_qE,real ground beef versus plant-based 
Qnt2PvNMNgs,don't say I've found the truth say I 
2MwRcbIQf3w,what's the difference between raw butter 
PodUUXJTKok,some at Sam's Club and 
ilCw-tvXT98,fake Health Foods 
NTsKlN5MzLM,McDonald's used to use Tallow in their 
b8O7KC_h8Es,the demonization of animal Foods is 
lG3vEXBanpc,this is the best skin care hack you've 
IDNInWCZL2c,magnesium was in the toilet when I was a 
jkoiysdL-Sg,this is why you should eat more butter 
Mkju0eJnzEs,here we got the uh only what you need 
9omgln_qaAw,Kodiak cakes healthy or not I simply do 
_oMVQbVS7Uk,what the heck is in Pop-Tarts let's find 
tome3yZ2qMY,can I still be healthy if I drink coffee 
dfNxRQ766ic,coconut oil is great it's not an animal 
faZCSQFle9w,what about peanut butter well I'm not a 
vD1Q35F7cjY,fake Health Foods 
U2VvCibIPzg,what is kefir and how is it different 
bGAaZYLgMGo,this Cheesecake Factory use seed oils 
iCC4PCgItt4,I'm in one of the most expensive ZIP 
Qz06bo-1Qy8,is Diet Coke giving you anxiety Diet 
Vc3dn5b7g4g,the food has become politicized we're 
9GSE11FWmlc,look at the difference in color between 
r09-AVmKLdU,I'm in New York City and you can get 
icJ4_1k85ig,come on I'm going to show you guys how I 
Jj9e6wO7qOs,keto labeled foods are just as bad as 
oScxljbKBWg,you may see things like this that say 
TtK-HakVue0,pickles pickles are cucumbers so 
DG4EMfVUmdU,is red mean inflammatory not a chance 
YEhS-FoNIxU,there's a bunch of memes right now on 
qf1BioFmgn8,we're gonna go see if Five Guys Hooks 
Ypf0ohzcUDc,we're not taught to think about food 
__o4qKqALdk,I've always kind of felt like and I 
EpWlIWT45rs,[Applause] 
thD3QKxHZQk,organs are the true multivitamin these 
qmlQAHvVcW4,my brother here came over and told me 
zqANmNc5sHI,American cheese is not even really 
dnAjTKCPwVA,the vegan diet is not optimal for human 
wr9mSOKIkv4,Celsius here's what I think let's look 
NWIEG2IgfMU,processed meat is not the same as real 
AiZOrL_BcJg,the organs that I think humans could 
r-EN6CEN7xc,does in and out use seed oils to cook 
LvzWNkN6Cx0,oh no rice milk almond milk does this 
L7I3RwzQCQ8,what's the difference between wild and 
IkewbDbv1dY,this is how to eat an animal-based diet 
1REyE7PeCUY,weight loss shakes like lucerna this one 
EvnJPLl1TCA,vaping is more addictive and harder to 
hwa8TSCtpwQ,what's in a nutrigrain bar let's find 
z4PhidcjFS4,this is how confused we are as nutrition 
5hMfRhEGeVw,vegetables do not always serve All 
aDFcCX7v5Yc,vegetables do not always serve All 
9lxMdEPIz0E,I'm a Trader Joe's guys I got to call 
QRNMVpA9YU4,this is how to shop for milk you guys 
9dZ3jZ2UbJA,is how I'm gonna do my pre-workout today 
YxDVdf_fB3g,these four detergents are banned in New 
fdyPQAbJkbU,some professional boxer oh wow yes well 
yUKxs2joIjM,all right guys 
S5jgbXnxxpU,organs have to be a uniquely valuable 
UbdQ_PoMNFE,all right I'm gonna head into Green Leaf 
TtYyXdtjGJU,plant-based meats are robbing you of 
eVmdxq-KKsM,what are the most sought after Foods by 
KN6AKVJ4ILg,I'm going to show you the three top 
pg4K7RBekyQ,this is how an NFL player eats animal 
_IYyDpXM-kg,check out the difference in color 
MCgJccJf4wo,plant-based wonder eggs claim to be good 
ge59cdQOKtI,Trader Joe's grocery haul animal-based 
Pq8kCfZdWq4,resistance training is the best way to 
fJacEP-5SZY,what's healthier kale 
ZxzG6AwrI1o,soda causing cancer in humans 
uCkmc8q4ZrA,so an animal-based diet is organs and 
XLfXYfxZkZU,here are three of my favorite traveling 
oCKwQtsuw98,this is the simplest thing you can do to 
77Og_H7n0Ok,single meal at Chipotle contains three 
Ix_EXUPN4pY,two ingredients that are found in 
