,ID,transcript
692,nyo3x-z0Hfg,there's a lot of food out there that's basically legal drugs in my opinion and manufacturers are smart there's a lot of money behind these businesses craft whatever the parent company of lazes nestle these aggr business multinational corporations are smart they have really smart people working for them who figured out if we make food addictive if we combine these synthetic tastes to make it hit the Bliss point in the human brain and we make it convenient we're good we'll make billions of dollars 
693,S-MdRuRaC4s,this is my morning routine after waking up with the sun I head to the bathroom to take care of business got to love a good poop then I turned the Wi-Fi back on because I had it turned off overnight head into the kitchen drink some reverse osmosis water and a little bit of local gate free honey before heading downstairs for grounding sunlight in the eyes and light movement to start the day this might include some deep squats some bends some squats and some reverse Norm curls after that I get on the balance board activate the Brain before surfing then the surf board gets waxed loaded in the car head to the beach 
694,kY67wF0FXpk,if you have muscle cramps you need to listen to this getting minerals from your food magnesium potassium and calcium is essential for avoiding muscle cramps but a lot of those minerals are not bioavailable in plant Foods they're much more bioavailable in animal Foods if you listen to plant-based Advocates they will tell you that there's just as much zinc in lentils as there is in steak what they're not telling you is the zinc in lentils or beans is not bioavailable meaning when you put that thing into your body and it goes to your stomach you can't get the zinc out of the be or out of the lentils and into your body it just goes right out in your poof the zinc the iron the copper in liver the magnesium in steak or orange juice or milk these are all bioavailable in animal foods and bioavailable in fruits 
695,ycDAdAJW1tA,Dr saladino when you're recommending this diet what risks do you discuss with your patients I don't think there are any risks to eating animal food and you are a psychiatrist am I correct a residency in Psychiatry so what do you know about nutrition what is where did you gain your background in nutrition listen this is I think no you listen to me and answer my question now I'm asking you to tell us where your background emanates from I went to medical school and I studied nutrition in medical school and I stud nutrition indepently one of the C things school that it teaches you how to read articles I'm a doctor medicine needs to think about teaching doctors more nutrition in medical school but it is up to us to educate ourselves just because there's a degree that says a doctor doesn't mean that we have or don't have medical nutritional knowledge the bottom line is you practice Psychiatry am I correct I practice medicine I think you practice Psychiatry is that correct medicine 
696,T8Mlb8UwFSg,here's why you should eat more cheese there are tons of research studies of All Sorts Interventional observational showing associations between increased full fat Dairy consumption like cheese or whole milk and lower rates of cardiovascular disease diabetes obesity Etc we know that cheese milk these dairy products are full of so many nutrients that are essential for optimal human health things like vitamin K2 choline calcium riboflavin these are essential for human thriving energy libido vit it and cheese is freaking delicious raw parmesano regano is one of my favorites eat more cheese you'll thrive 
697,VMBUdK_8tq0,raw milk is amazing for humans there are benefits to gut Flora benefits to kids who grow up drinking this who have less allergy eczema and Asthma there are benefits to pregnant mothers and the nutrients in raw milk are much more preserved than in pasteurized milk if you are not drinking raw milk you are missing out get some raw milk in your diet and I think you will notice immediately how valuable this food is for humans 
698,5sfYdF5hH4A,the following clip on raw milk was removed from YouTube but it's so important and so helpful that I really want you guys to see this raw milk cafir is an incredibly nutritionally dense whole food that's fantastic for the gut microbiome and it's extremely complex with all this diversity of bacteria there's history with this yes it goes back thousands and thousands of years if you think about it the Messi the Mongolians Europeans everybody around the world sheep horses reindeer camels water buffalo if you could find a mammal you had grass and sunshine you had food today we cohabitated so closely to these animals they're not foreign to us Ram mil cafir was a natural outgrowth of that because if you think about it the container that the person that was milking the cow wasn't clean it had residues from the milk prior week and those were the local cultures within 6 to 10 hours it became a cfir cheers cheers 
699,duSztJPud78,sweet green just announced they are removing oils from their cooking oil and phasing it out from their salad dressings this is amazing guys last year I did a video calling them out sweet green what kind of oil all going to be sunflow oil the chicken is cooked in sunflower oil too we're having sunflower oil and safflower oil as their cooking oils and in tons of their salad dressings and because of that video and because a lot of customers complained they listen I'm so stoked that a huge fast casual salad chain would listen to these criticisms and wake up to the fact that these oils are harmful for humans why do I think oils are harmful for humans the polyunsaturated fats and oils accumulate in cell membranes accumulate in a phospholipid in your mitochondria cardial lipen and break your metabolism that's the high level explanation I believe strongly that these soils ever in the human Diet before 100 years ago first introduced as machine lubricants are one of the single greatest causes if not the single greatest cause of increased obesity diabetes and chronic illness in the US population these oils are horrible for humans and I'm so stoked that sweet greens listen 
700,RZDoHVL5Hqs,your pumpkin spice latte contains 27 ingredients the second ingredient is processed sugar 50 g of processed sugar this single drink contains 390 calories a significant amount of which is processed sugar this also contains kagenin and emulsifier a thickening agent consistently shown in animal studies and human cell culture trials to be inflammatory and irritating for the human gut food grade kagenin is also consistent L found to have significant amounts of nonfood grade degraded kagenin which is a known cancer-causing agent and is clearly damaging for the gut and that's in here this also contains preservatives like sulfur dioxide which can worsen asthma in people who are sensitive this is not a coffee this is ultra processed junk food foods like this are why so many Americans are fat sick and unhealthy and they're hidden from us but if you really want to have a coffee just get a plain coffee guys don't get this 
701,2HHDc8kL6SQ,your vitamin C supplement has a dirty little secret look at this guys vitamin C supplements are ascorbic acid synthetic ascorbic acid is made from GMO corn and the vast majority of GMO corn is sprayed with Roundup glyphosate weed killer when you look at head-to-head studies of naturally occurring vitamin C in something like an orange versus synthetic ascorbic acid it's not surprising that this is beneficial for humans but this doesn't seem to do much of anything in a head-to-head study of cimu Camu berries versus ascorbic acid in Smokers Only naturally occurring vitamin C from cimu cerries lower oxidative stress in observational studies consumption of synthetic vitamin C has also been associated with worsening of metrics of cardiovascular disease so here's the deal this is actually made from GMO corn eat more of this and less of synthetic this if you truly want to be healthy 
702,ZumgNd3i4Z8,these Foods combat hair loss meat eggs liver these foods contain unique nutrients that have been proven repeatedly to slow prevent and in some cases even reverse male and female pattern baldness and other types of hair loss what nutrients am I talking about things like torine carnitine B12 iron zinc and Branch chain amino acids and remember that animal foods like these that's the only place you're going to find valuable nutrients like torine carnitine and vitamin B12 and in terms of iron zinc and brantin amino acids these are by far the most highly bioavailable sources of those so if you or someone you know has any issues with hair loss autoimmune conditions that are causing hair loss you should definitely be including nutrient-rich animal Foods liver eggs meat in your diet in fact I think you should include these Foods all the time because they are a center of a healthy diet for humans and that is how you thrive 
703,Rwkkw_feqvk,this is the best food for sexual health and libido not this this meat like this ribey or ground beef the idea here is that meat and organs animal foods and the unique nutrients they contain these are the most important foods for sexual health for libido for optimal levels of hormones for fertility and for virility for sexual desire you must be getting animal Foods in your diet you must be getting things like vitamin A creatine in carnitine anine torine riboflavin and folate and all of these unique nutrients that occur in animal foods and there are many studies that show that the more saturated fat you get from animals the higher your testosterone whether you are a man or a woman having healthy levels of testosterone is key for sexual health libido sexual desire and sexual performance meat is essential for optimal libido and hormonal health and humans full stop 
704,ZgRoz60ugnc,I'm going to go get a dexa scan after eating an animal- based diet for 5 and 1/2 years okay so visceral fat3 lb it's on the lower end of what I tend to see in dexa scans so what do you think of the bone density clearly above negative 1 so you're in the normal category and then for the C score you're slightly above what's average for someone your age and gender so strong bones dense bones yes says total body fat is 10.5 how many people do you see that have a body fat of 10.5% not many we do scan a lot of bodybuilders pretty close to a show so what is a bodybuilder close to a show what kind of fat do they get range from maybe 8% 7% to 10 or 12 there you go very low visceral fat3 lbs of visceral fat meaning all the fat around my organs very small a lot of people get worried about fruit and honey increasing visceral fat no evidence for that living proof right here bone density normal total body fat 10.5% pretty lean seems to do my body pretty good 
705,6sU8HX0awro,this is my supplement stack I just took a multivitamin creatine collagen and electrolytes and this is what it looks like I can get all of those things in highly bioavailable forms in food check it out I've got Raw Liver that is the best multivitamin on the planet choline carnitine anserine torine vitamin K2 copper biotin riboflavin I've got creatine in grass-fed meat I've got some salt on there that's electrolytes ooh mosquito I've got bioavailable collagen here from bone br I made myself and I've got my electrolytes from fresh coconut water out of Nature's can that I get every morning and every evening getting enough micronutrients getting enough things like this is essential for optimal human health and this is why I'm such a fan of an animal-based diet of organs meat fruit honey and raw dairy because you can get all of these critical nutrients in bioavailable form in food and this is how humans truly thrive 
706,3YbN1-ShEtE,what is beef Tallow this is one of my favorite cooking fats beef Tallow is rendered beef fat so they'll trim fat from a cow either from below the skin above the muscle or around the kidneys you boil it down you render the fat you separate the connective tissue and you end up with liquid gold which is beef Tallow why do I like this it's high in fat soluble nutrients which are valuable for humans that concentrate in the fat of animals bioavailable vitamin E vitamin K2 choline all of these things are in beef fat along with special sat saturated fats that are actually healthy for humans like steer acid an 18 carbon saturated fat that in human trials triggers fat burning and in animal studies leads to leanness of animals I believe there's a good amount of evidence to suggests that eating more beef Tallow is a good way to be less hungry and to lose weight and you'll be healthier because of all the nutrients in here so this is one of my favorite fats eat more beef Tallow this is a health food 
707,7VCxmMFZSGQ,cholesterol I get so many questions about this you guys and whether eating red meat will raise your cholesterol the question you should be asking is are you metabolically healthy and I believe that if you are metabolically healthy you don't care if your cholesterol goes up a little bit if you eat red meat my cholesterol is high I'll be honest with you many doctors would tell me to get on a Statin but I'm not going to do that because I'm metabolically healthy it's easy to test this you can just get a fasting insulin and we know that in humans who are metabolically healthy levels of LDL cholesterol are horribly bad at predicting cardiovascular disease I believe Western medicine is lying to you that you've been misled by fallacies pared by your doctor regarding cholesterol and red meat and saturated fat in fact cholesterol is beneficial in the human body participating in the immune response being associated with healthy levels of hormones and fertility and being associated with significant longevity in old age this is a health food don't fear it when it comes to cholesterol but you must be metabolically healthy and you guys know how to do that if you follow me 
708,_Q6ypwLf2Ok,seed oils are inflammatory when you eat seed oils like this soybean oil large amounts of linolic acid accumulate in all of your cells and tissues including your LDL cholesterol particles linolic acid is an 18 carbon Omega 6 polyunsaturated fatty acid that is very fragile and prone to oxidation and these seed oils are full of it having lots of this fatty acid in your cells and LDL particles is a very bad idea we see this very clearly in the medic literature which shows that when more seed oils are introduced into the human diet inflammatory markers like oxidized LDL LP ltil a lpa2 and CRP C reactive protein go up these are not good things and they are clearly indications of increased inflammation with seed oils like this anyone who says seed oils aren't inflammatory has never read this research if you want to decrease inflammation and be healthier completely remove seed oils like all of these from your diet 
709,noAACLJ92Ys,this is a river of raw cheese I can just reach my hand in here and grab some of these raw cheese curds this is how cheese gets made these are then pressed in these metal boxes right here and they end up becoming a block of cheese this is a one day old 40 lb block of raw cheese I learned a lot coming to this raw Creamery here in California if you want truly raw cheese you have to call the manufacturer and ask what their vat temperature is a lot of raw cheese is being made are heated higher than you want they may even be pasteurized there's no regulation around the term raw and cheese but at this Dairy which is raw Farm it's really cool they even say on the label heated to 102° F so this cheese is truly raw retaining all of the bioactive elements all the peptides all the imunoglobulin all the nutrients it's incredibly nutritious for humans it's incredibly cool to see it getting made 
710,viD8zw1LNUA,would I wear Lululemon shorts not a chance what's in these what are they made of they're made of polyester and that's not something I'm going to put next to my body without wearing some sort of cotton or wool natural fabric underwear to protect me from what's in these shorts in experiments in humans when polyester shorts and underwear are wrapped around the testicles decreased fertility decreased male hormones and decreased sperm production occurs in humans many of the shorts leggings and other clothes at Lululemon and other manufacturers also contain PF phase forever chemicals that can be absorbed through the skin get stuck in the human body that are hard to get rid of associated with hormone disruption cancers potentially damage to liver kidney and thyroid in the human body what's in this is meant to be stained and water resistant that means they have to put chemicals like these forever chemicals in there and I don't want these being absorbed through my junk so if I were going to wear these shorts I would wear cotton or wool ironwear underneath to protect me from them I just prefer to wear cotton shorts instead it's much safer 
711,cfWPcNAVRMI,can you detox from fluoride fluoride is an element found in almost 100% of drinking water in the United States and the world the best way to start detoxing from fluoride is to stop drinking any fluoridated water and stop using any toothpaste that contain fluoride those are the two biggest sources but there's actually really interesting medical evidence that the Tamarind fruit can improve fluoride excretion check out this study of consumption of only 10 G of Tamarind fruit per day for 30 days which significantly increase the excretion of flid in participants fluoride is something that's very controversial it's been used to protect our teeth from Decay but I think the real way to protect your teeth from decays by getting enough fat soluble vitamins from meat and organs I don't think we need fluoride in our water to protect our teeth from cavities and I think that excess fluoride from our water and from toothpaste is causing health issues in humans accumulating our bones damaging our kidneys potentially damaging our pineal glands so getting rid of fluoride in your water fluoride toothpaste and potentially using something like Tamarind fruit to detox fluoride 
712,zu1xaSZFSVA,I had horrible eczema when I was a kid and when I was an adult raw milk protects kids from asthma eczema and allergies I wish that I had access to raw milk when I was a kid it certainly may have helped my Eczema or my asthma things that I suffered with throughout my life raw milk is an incredibly nutrient-rich healing food for humans and it's so cool to see that people are waking up to this and it's becoming more and more available throughout the United States if you have any of these issues or your kids have any of these issues I I think you should consider getting them on more raw milk 
713,kR62XvqfM8A,a lot of you guys asked me how I travel eating animal based like this glass container grilled up some heart I got some burgers that I grilled up it's 80 20. grass fed ground beef and I will I'll put some salt on there I can even put honey on the burgers so it kind of soaks in and I can take it on the plane but you can take this whole thing of meat there's really no limit to how much meat you can take on a plane I haven't I've been having trouble finding liver in Los Angeles I'm traveling to Australia right now but I got some whole package from hard and soil supplements that's got testicle and liver and blood and then our new one is joint repair 
714,lIKzUNc7gAw,to reduce their environmental footprint hopdoddy did something amazing they got rid of plant-based burgers and added more regeneratively raised real beef to the menu yes this is true plant-based meat is a scam in every single way guys it's a scam for your health full of sawdust and Seed oils fillers and garbage things that are damaging your guts it's a scam for the environment it's a scam for environmental Footprints being carbon positive regeneratively raised beef beef that is grass-fed grass-finished rotationally raised that is carbon negative that is much better for ecosystems the soil the grass the health of the animals and the health of you eating it that type of meat is more rich in nutrients props to hopdodi not a sponsored video just wanted to call it out that there are still people in the world who understand what's up and are not misled by the plant-based and understand that regenerative agriculture regeneratively raised beef is probably one of the best things we can possibly do for our environment our planet and our personal health as humans just make sure you get some liver too 
715,E14JfVnhTt8,what's in a McDonald's Big Mac let's find out the bun just bread right nope as the bun contains both canola and soybean oil along with sugar in the bun the meat is actually 100 beef no fillers so that's not bad pickles are just pickles right nope there's 10 ingredients in McDonald's pickles including potassium sorbate polysorbate 80 and aluminum salts none of those are good for humans the lettuce is just lettuce the secret sauce not so secret seed oils canola oil soybean oil propylene glycol high fructose corn syrup and caramel color got another 100 beef patty some more of that seed oil propylene glycol secret sauce and a piece of American cheese which is not actually real cheese full of microplastics so that is what is in your Big Mac at McDonald's is it any wonder that so many Americans are fat sick and unhealthy eat real food guys meat organs fruit honey raw dairy don't eat Ultra processed food like this all kinds of garbage in there is hiding it's 
716,BwxMnUFKqIc,Do you want to build muscle eat meat check this out this is muscle building food not vegetables in terms of bioavailability of actual amino acids and protein there is no comparison with meat red meat especially contains nutrients essential for muscle based performance for Muscle Recovery for muscle building things like creatine amino acids like taurine answering carnitine this is muscle building food it's not kale not vegetables this is how you build mussels this is how you get healthy also Imagine That 
717,LFCTllHo-RM,I believe that every single person has some gift that they can give I feel like we all have this obligation to give that gift in the best way there's this great quote from Steve Prefontaine he said to give anything less than your best is to sacrifice the gift that's what I want people to understand is that that you have a gift and this sounds cliche but we all have something to give and if you are not your best self in all of these ways and I think that starts with the food the biochemistry the building blocks you put in your body then you are sacrificing the gift and you were doing less than you could for yourself your family for everyone around you 
718,2YwBknT6ub0,this is one of the best foods for human longevity on the planet not this this red meat is a longevity food don't believe me check this out red meat is the best source of multiple nutrients that have clearly been proven to improve human longevity in research trials nutrients like toine creatine carnosine anserine for hydroxyproline and carnitine and none of these nutrients are found in plant Foods so if you want to improve your longevity eat more of this eat more red meat you're welcome 
719,Voacn0f73eM,butter versus ghee what's the difference ghee is clarified butter butter that has been heated and had the milk solids separated some of the milk proteins the lactose the solids and butter are separated and removed and you end up with pure milk fat in ghee I prefer ghee for high heat cooking and if you're lactose intolerant I would go for ghee I think butter and ghee are great for humans they're Health Foods they contain stearic acid and other good fat soluble vitamins like vitamin E and vitamin K2 which I've been shown to improve cardiovascular health so most of the butter here is made from pasteurized milk but if you can find raw butter which is not made from pasteurized that is heated milk and cream this is going to be the best thing to eat I put this on my burgers or lean steaks if I want more fat but raw butter is truly my favorite thing if you can't find raw butter I think ghee is probably the next best thing 
720,CVw0ZGvkPmc,look at this you guys it looks like a piece of coyote poo or something but it's a tamarind it's a fruit that grows in Costa Rica Thailand other places in the world crack the outer shell consumption of Tamarind has actually been shown to increase excretion of fluoride the chemical found in your drinking water in toothpaste all kinds of stuff that accumulates in your bones your kidneys your pineal gland look it even looks more like a poop right now but it tastes pretty good there's like little seeds in here that I'll spit out but I mean I would eat things that look like poo if it helped me get rid of fluoride that I've been accumulating my whole life I don't use toothpaste with fluoride I don't even use toothpaste at all right now I definitely don't drink water with fluoride but if you've been drinking fluoridated water you're using garbage toothpaste your whole life Tamarind it's actually pretty cool 
721,2qNty7ZhbhI,this is why you should be drinking raw milk let's start with the benefits consumption of raw milk in kids who grow up on or off Farms leads to lower rates of asthma eczema and allergies and adulthood raw milk has been associated with beneficial changes in the gut microbiome including increased levels of lactobacillus and raw milk also contains the highest levels of MSM a compound studied and found to improve joint health interestingly in studies looking at raw milk consumption it's been found to be as effective as breastfeeding in reducing respiratory tract infections in kids raw milk also contains multiple factors lactoferrin lysozyme lactoperoxidase immunoglobulins which are protective and prevent the overgrowth of pathogenic bacteria in the raw milk raw milk also contains over 700 species of commensal bacteria in the actual raw milk fluids there are multiple ways to drink raw milk even if you're lactose intolerant you can do kefir which is a fermented raw milk you can do raw cheese or raw butter no matter how you get it getting raw milk raw dairy in your diet is definitely going to improve your health your well 
722,HHZ3CDsvjSg,blue zones don't be fooled by Netflix propaganda there's a recent documentary on Netflix about these five regions of the world where people have exceptional longevity and baked into that narrative is the idea that these regions of the planet all eat plant-based diets which is largely beans whole grains greens nuts and tubers you know in fruits and vegetables as well if you look at these blue zones in four out of the five blue zones Sardinia icaria nikoya and Okinawa significant amounts of meat are eaten this is not even able to be debated and meat forms the center of their culture there are traditional dishes in all of these places that are centered around celebration of meat and organs what about regions of the world like Hong Kong where there is also exceptional longevity and they eat some of the highest amounts of meat in the world there's a huge amount of evidence looking at unique nutrients and meat associated with longevity people in this Region's treasure Community meaning in their lives eat organs and eat meat they do things that they enjoy and they spend time with family that leads to longevity eating a plant-based diet nothing to do with longevity 
723,SH5VtA7DjcI,is this going to raise your cholesterol I get this question all the time guys and this is the wrong question the first question is are you metabolically healthy I'll be honest with you my cholesterol is high I've checked it on my blood work but I am metabolically healthy I know this and so I do not fear red meat and why would I this is one of the most nutrient-rich Foods on the planet this is a health food I believe that the whole narrative around cholesterol LDL and red meat and saturated fat is wrong that essentially you've been lied to by your doctor there are all of these medical ideas that are fallacies parented in medical schools enforced by pharmaceutical companies this is a health food you do not need to fear saturated fat from red meat if you are metabolically healthy how do you get metabolically healthy eliminate seed oils eliminate processed sugars get rid of the garbage eat meat and organs eat Health Food true health food and don't worry about your cholesterol that's different than what western medicine will tell you but this will help you thrive for real 
724,IMETkCp7zgQ,collagen is valuable for hair skin nails ligaments Muscle Recovery what's the best way to get it my favorite way to get it is to make my own bone broth you can get something like this like a hydrolyzed beef gelatin powder but I want to make my own bone broth because I know what's in it and I always feel like it's probably a little more bioavailable when it's fresh so how do I make my own bone broth so I'm going to get bones I start I like knuckle bones because I've got a lot of collagen in them or oxtail collagenous Cuts I put them in the instant pot with reverse osmosis water and I use a stew feature and maybe pressure cooks for an hour and then that is the end product once you make bone broth like that you get collagenous goodness full of all sorts of nutrients that you can only find in animal foods like four hydroxyproline which has been associated with improved skin texture and tone on the face but getting enough collagen is essential and it reminds us of all of these unique nutrients only found in animal Foods 
725,K8L5TUY49ug,meat substitutes why do they make him look like me so are you looking like chicken well that's looking like a burger there's a clear answer here and I don't think that vegans see the irony in this and this is said with all the empathy and love and compassion for vegans in the world you're clearly craving meat in your mind and we know this there are studies where we put EEG leads on people's heads we may have talked about the study in the past and you can show people who are vegetarian or vegan pictures of meat and you can show omnivore pictures of meat in the conscious brain vegans and vegetarians have an aversive response to meat omnivores have a positive response but in the unconscious brain both the vegans the vegetarians and the omnivores have a positive response to the meat that's why it's shaped like meat because even though you have decided that you don't want to eat meat your brain and your body still knows that meat is foundational for human history life Vitality it's a part of our Evolution that is inescapable it probably made us human 
726,814Nby7BbAY,this is why I'm drinking pet food Sprouts in Texas this is not pet food this is raw kefir this is fermented raw milk made at Raw Farm in California I've been to this farm and seen how this is made but here's the catch direct sales of raw milk of raw dairy are illegal in 37 States like Texas this to me is a travesty when we know that raw dairy products improve eczema allergies and Asthma something that kills 13 kids a day but consumers can't directly buy raw dairy in the majority of the states in the United States when things like cigarettes processed food seed oils french fries garbage Foods they're legal but raw food isn't so sometimes you got to drink pet food I'm gonna do it [Music] tastes great to me 
727,Gun2sXSDU-s,these Foods combat joint pain and can reverse joint damage this is a cow's scapula and it contains highin cartilage full spectrum cartilage I'm talking cartilage 1 through 5 9 10 11 glucosamine and kroen scapular cartilage is going to be much more valuable for repairing damaged joints than ho and hide cartilage which is the lowest quality cartilage and what is usually found in collagen supplements you've also got some bone marrow here which is going to have growth factors peptides and stem cells tracheal cartilage has been studied widely by John Pruden found to modulate the immune system positively and benefit you in wound healing I always try and get these things fresh or make a bone broth out of these things but I know many of you may not be able to get one of these one of these so I'm super excited about our new supplement at harden soil which we specifically formulated with these hardto find sources of bone repairing nutrients scapular cartilage bone marrow and tracheal cartilage and it's called Joint repair check it out at hard and.co if you can't get this stuff fresh 
728,dpLy_wTEKMM,look at this guys this is Criminal the marketing just the the amount of deception the duplicity eat meaty there's something meaty about this there's no meat in here there's no chicken in here it's made for mushroom root well I mean I don't care if it's mushroom or peas it's not the same as chicken or beef and it's crazy that manufacturers can write these things on here I don't think anybody's being fooled but look I love you vegans I love you vegetarians that's the first step to being carnivore and animal-based trust me but if you're craving chicken I or you're craving steak there's probably a reason for it stop eating mushroom mycelium and just eat some meat 
729,ow_OT_G0g-8,there's anecdotes of zookeepers not feeding Lions organs and the Lions become lethargic and they don't even want to mate because zookeepers are just feeding them muscle meat they're not feeding them organs and they realize like hey wait the species appropriate diet for a lion is they're gonna get a kill and eat the whole animal they're gonna eat the organs lo and behold you feed the lion the bones marrow the cartilage liver heart kidney whatever they're going to eat from the animal they're super healthy again there probably is a species-appropriate diet for humans and that's what's interesting to me but just giving people a framework to think like this is what makes the most sense evolutionarily anthropologically or you can arrive at that the kind of like reverse engineering looking at the nutrients that humans need to thrive and thinking about how you get there so there's two ways to arrive and for me that that arrives at like the exact same point which is this animal-based diet meat organs fruit honey raw dairy give or take 
730,StoXHI5tOLc,this is kale think about this guys this is a leaf of a plant the plant clearly doesn't want you to eat this this is for the plant to gather sunlight in the leaves to do photosynthesis to make carbohydrates that a plant uses for its own energy they don't want you to eat this there are tons of Defense chemicals in here including isothiocyanates which inhibit the absorption of iodine in your body not everyone has tons of problems with vegetables but I've seen people in chronic health issues that were not getting better improve so often when they get vegetables like kale out of their diets look if you're doing great if you're thriving maybe eat some kale if you want from time to time but I think most of you are going to do way better have less gas less bloating less GI issues less joint pain and feel much better overall without this in your diet without vegetables in your diet and more of this and this which is liver in your diet more of these less of this 
731,6XFbjCrqLs4,I know you love Nutella but this is a Nutella takedown the second ingredient in Nutella is vegetable oil is seed oil the second ingredient so you're combining seed oils with a nut which is a seed which is going to have lectins digestive enzyme Inhibitors Fates oxalates listen I ate Nutella when I was a kid too chocolate butter spread amazing not good for you clearly not good for you at all just get rid of the Nutella in fact get rid of like all of the peanut butters and nut Butters and just use regular butter just use cow butter how about that and if you want something sweet just get honey or maple syrup 
732,p9kIeazi1q8,before 1990 McDonald's french fries were cooked in beef fat beef Tallow since then they're cooked in seed oils corn canola soybean and partially hydrogenated soybean oil which is a trans fat but because people like the taste of beef fat now McDonald's uses natural beef flavor in their french fries what's in natural beef flavor wheat and Milk ingredients so these fries are not gluten free those wheat ingredients are potentially going to damage your gut and irritate your gut further beyond the seed oils that are in here and all of this because people like the taste of beef fat which is incredibly nutritious at Baseline but McDonald's wants to cook in seed oils which are very likely harmful for you in so many different ways it's crazy to think about all the nasty ingredients in McDonald's french fries they would be so much better if they just went back to cooking them in beef tallow 
733,Tb5e0WreIi4,oysters what do I think well they're pretty nutrient Rich they've got essential fatty acids they got zinc they got iodine in them I'd say they're a good fruit for humans the only thing to be careful of is a lot of oysters will accumulate heavy metals because they're on the bottom of the ocean so I wouldn't eat them to excess I don't put a lot of seafood in my diet but I do eat it from time to time so cheers to that raw Easter Down the Hatch pretty good oh 
734,lyrE7-61PHA,ice cream is a health food it's so good but this is not just any ice cream this is animal-based ice cream that I made myself how do you make animal-based ice cream you start with raw cream you add organic fruit this is dragon fruit flavor this is mango flavored you add a little bit of sea salt I have raw egg yolks in there I have glyphosate free honey and I've got some hard and soil supplements so I've got beef organs and colostrum in both of these animal-based ice creams in a blender then you put it in the freezer for a few hours and boom voila you get Anil based ice cream this is a health food especially when it's made this way raw egg yolks contain choline vitamin K2 biotin riboflavin folate so many incredible nutrients for your brain and for your body sixty percent of the immunologically Active Components in Dairy are found in the milk fat that's concentrating the cream do not eat regular ice cream but you don't have to give up one of the most enjoyable foods for humans in your life you can make animal-based ice cream do not fear truly raw anal-based ice cream like this you're welcome 
735,XXngFqZi0Og,green smoothie versus animal-based smoothie I used to love these when I was a vegan they both have nutrients but the nutrients in here not super bioavailable because they're from plant foods like kale and spinach and the problem with the green smoothie is that when you're trying to get your nutrients you're also getting a ton of anti-nutrients things like oxalates with kidney stones phytic acid with vines minerals isothiocyanates which is bad for your thyroid this really doesn't add up when you think about it but animal-based smoothie tons of nutrients because there are organs in here we got some beef organs to get heart liver kidneys feeding pancreas in there with some raw kefir vitamin A choline and Serene taurine CoQ10 riboflavin folate and they're all bioavailable I'm so much more a fan of an anime smoothie than a plant-based green smoothie now 
736,9LLnNbuifkw,grocery stores are really interesting to me we are Hunters as humans and in 2023 this is where we hunt but we've forgotten how to hunt we come to the grocery store we don't even know what to buy anymore and we're so confused is this healthy is that healthy what about this additive it's hard to read the labels so many of the foods that we are selecting that we are hunting and gathering in grocery stores are full of garbage ingredients they're full of artificial flavors artificial sweeteners they're full of thickeners they're full of pesticides they're full of things like appeal coatings on vegetables that make them probably not healthy for humans at all and it's crazy to me that we don't really have a sense an intuition of what's healthy for humans we've been told so many things but if you just remember where you've come from and what humans have always sought it's clear we're seeking meat organs with the meat and we're seeking sweet things that are in season that's how you remember how to hunt in a place like this 
737,-tnWOdPGuUA,eggs are the best shampoo you guys might think I'm crazy but check this out eggs contain many nutrients in the white and the yolk that are proven in research studies to penetrate the scalp and nourish the hair follicle things like zinc taurine carnitine vitamin B12 Branch chain amino acids are found in egg yolks and whites they all benefit your hair follicles when you rub them into your scalp like this and you know what's awesome about egg yolks they don't have any of the other ingredients found in traditional shampoos things like perfumes and fragrances which can be phalanes endocrine disruptures things like pfas per fluoro alkyl compounds things like other xenoestrogens other hormonal disrupting compounds that can also penetrate your scalp and get into your body listen mainstream shampoo is  but how cool is it that you can use something as natural as an egg to wash your hair nourish the follicles support hair growth and hair maintenance try it out 
738,yH0YNS-9HOk,regular Gatorade Nature's Gatorade watermelon juice got orange juice got pineapple juice you got coconut water these fruit juices are amazing sources of electrolytes of minerals and they contain so many compounds bound to be beneficial in humans do not fear fruit juice watermelon juice we know improves nitric oxide in the body involved in blood vessel dilitation that's probably an amazing natural Viagra orange juice contains hesperidin and orangin the benefits of orange juice are hard to overstate improving endothelial function improving all sorts of indices of immunologic function in humans lowering the potential of LDL to get oxidized decreasing cardiovascular risk pineapple juice contains bromelain a compound that protects the gut from organisms like vibrio cholera and E coli and has also been studied and found to lower blood pressure and have other cardiovascular benefits coconut water it's got potassium it's got magnesium and all kinds of good electrolytes in there to help quench your thirst when you go to the gym when you're working out why would you use this when you could use some of these 
739,IDFYVIRKLa8,are these healthy foods worsening your joint pain all of these foods contain compounds that are clearly linked to worsening of arthritis joint pain and damage to your joints if you can't do movements like a deep squat your joints probably aren't as healthy as they should be spinach and almond butter contain oxalates those oxalates can also deposit in your soft tissues and in your joints causing pain and arthritis oats contain all sorts of problematic compounds for humans and oats contain phytic acid a large molecule that keates minerals like magnesium zinc and iron all of which are critical for proper and healthy joints the real bad guy are seed oils the breakdown products of seed oils connected with linolic acid are clearly linked to inflammatory arthropathies like rheumatoid arthritis and if you're eating any of these Foods you probably want to ruin them from your diet 
