ID,transcript_with_punctuation
9OJdx53KlF4,"the kitchen is officially closed. anyone got a lock pad? what's uh going on here? I've been really good today and I'm not about to let a stupid laps and willpower ruin it been there. let me explain something to you about willpower. what so? willpower is basically just mental energy, our ability to make decisions that allow us to feel our best. but the thing is it's not an unlimited resource, meaning it's easier to make more Feelgood decisions earlier in the day. when we have more mental energy. this we make more and more decisions. that mental energy tank goes down. if we've had an especially exhausting day, by the end it gets tanked, yeah. hence the thing is that sign is drawing you to the fridge. what we say we can't have, we want more. what do I do? a, make sure that you're fueling your body adequately during the day. then, B, see what you can do to avoid total mental depletion. maybe plan some self-care Tas at night. I like my idea. it's easier, might feel easier in the moment, not inevitably after you binge."
Fuz3gq27phk,"snack time. samies, have you tried this combo? it's delicious, no thanks. I'm trying to avoid any high carb foods. um, what the carrots? they have carbs and sugar- hard stop. yes, they do have carbs and they naturally contain sugar, but I wouldn't call them a carb per se. what do you mean? you just said they had carbs. well, firstly, carbs aren't bad. secondly, just because something contains a carbohydrate doesn't mean it's a significant source of carbs. to put this in perspective, You' need to eat 46 carats a day to give your body the recommended amount of carbohydrates that it needs. I think you'd turn orange and be really sick of carrots. yeah, no, I'm going stick to keto. it's really working for me. just wait until you let yourself have a handful of granola and then you end up inhaling three bags in a matter of minutes because your body is in dire need of a carb. speaking from experience, I have something called willpower. I'll be fine. hate to break it to you, but you can't out willpower. biology, girly pop."
GcyujZasFpI,"she calls it Berry cheesecake fluff. okay, so it's not the most creative name, but this creamy, dreamy pile of goodness is delicious. it is the perfect sweet snack. let me show you how to make it. get yourself a big old mixing bowl and add vanilla Greek yogurt to it, followed by cheesecake instant pudding mix. then blend that baby up. next, you're going to add whipped cream. fold it in. fold it in, not stir, otherwise it'll get soupy. then add frozen berries. these will thaw and thicken it up as it chills in the fridge. eat it with a spoon or scoop it up with a gram [Music] cracker or a bit of both. the choice is yours. but give it a try. you're going to love it."
QJ7MIUsLLZo,"Where's your green juice? and are those carbs? is that a vegetable? M have these ones instead. hey, I'm Colleen want to sit with us."
IJhzy0qK0WA,"I wish I wasn't so restrictive and can just let myself eat. I mean, look how confidently Katie polishes off her food. what is wrong with me? I've been a not so proud member of The Clean Plate Club since the '90s. how come I can't just stop eating halfway through like Julie? is the rest of this rap actually screaming my name, or is it just me? but I've reached my point limit. so wait, maybe I should be doing keto and just use slices of cheese for a tortilla. I wish eating were as easy for me as it is for Britney. you think there's any seed oils in here? I've never been a big Dieter, but after following babore XOXO, I feel like I'm just super confused about nutrition. like WTF am I supposed to eat? maybe that's why Ashley's only eating veggies. everything else is poison."
gDwH1qIwL2g,"okay, Burger tacos are the best because they can fit so many toppings and this special sauce. it's the best. and the tortillas get a little Crispy Crunchy. that's what's up. let me show you how to make them. first, make the sauce by combining Mayo, ketchup, mustard, sweet relish and some pickle juice. then take ground beef and add ketchup wor your sauce, garlic powder, onion powder and salt. mix that up real good. then you're going to take it and add it on top of your tortilla in one even layer, press it down and then cook for a few minutes on each side. add cheese if you like. Burger as a taco greater than burger with a bun. hell yeah, give it a try, you won't go back. [Music]."
YZsW4c-TNy4,"I have got to lose some weight. why do you say that? because I don't feel good. I just got to set a goal weight and be real good at working towards that. okay, the not feeling good part is valid, but I really wouldn't advise setting a goal weight. why I need something to work towards? well, because setting a likely arbitrary goal weight isn't the same as finding your body's best weight, the one where your body feels best at mentally and physically and functions optimally. not to mention, working in such a weight focused way is likely to lead to weight gain in the long run. so how do I know what my best weight is? I'll explain everything in a free 1hour training. we'll go over the facts and myths about weight and a three-step process for finding your best one without a dreadful diet that's just going to backfire. where do I sign up? I'll send you the link."
AhDJLXo0eXU,"Sarah stopped dieting and she lost weight. I kind of hope that happens to me. Rachel stopped dieting and she gained weight. I know I shouldn't feel this way, but I'm worried that'll happen to me. Ashley stop dieting and girlfriend doesn't look any different. will my body just stay the same too? I want to stop dieting, but I can't say I'm not nervous about what might happen to my weight."
dJqq6offTQk,"we're gonna talk about weit. what am I waiting for? no, we're gonna talk about wait. I am waiting, but would you hurry it up? no, I'm going to talk about the topic of weight gain, loss, maintenance. you're supposed to be in the Nonet space- I am- but weight is the topic on everyone's mind thanks to our thin obsessed Society. it's natural to have questions and concerns as a result. I just really think we shouldn't talk about weight. I agree, weight shouldn't be such the talked about topic and instead we should shift our Focus to our behaviors and how we feel. but people have questions and if the only people who are willing to talk about weight are the ones who are in diet culture, then that's who people will turn to and the wheels of diet culture just keep turning. instead, what if there was a safe place to talk about the science and the facts about weight from a non-diet lens? wouldn't that help? so many finally say to to diet culture? I don't know, I'm going do it next week. you can join if you like."
GCo-QvL99Z0,"copycat zesty lime MC wraps. Mickey D only sells these in Canada so I had to make my own. nailed it. here's how I made it. first, we got to make the zesty lime sauce with mayo, lime juice, cilantro and garlic, mix it up and spread a nice heaping of it onto a tortilla and top it with chicken, tomatoes, cucumbers, Red Onion, some crushed tortilla chips for a little crunchy Crunch, and then mixed greens. then add the rest of your sauce. this is truly the perfect lunch: flavorful, fueling and freaking easy. give it a try. the tortilla chips are what's up."
cwfwwiOxBiA,"I hate my body. maybe I'll try those Slim Fast shakes that'll fix it. I would kill to look like that again. I'm so gross now. let me just download My Fitness pil real quick to get back on track. gross, you don't know how good you have it. maybe a quick round, a Whole 30, will help me get back to that. okay, this, this is the year that I get my body back, and keto's going to be Mt and golden. tick it there. none of that works. I was literally set up to fail. it's time to focus Less on taking up as little space as possible and actually fueling my body so that I can feel its best. let's go, girl."
kNCUbzIKcRQ,"I would gain like 10 lb from eating a single cookie. I used to feel that way too, but the reality is your body doesn't really change after eating a single cookie, even though we physically feel like it does. it's kind of a messed up mind trick that diet culture plays on us called embodiment. what now, embodiment is when we take something like a feeling and we turn it into something more tangible, something we can touch or fix. or do we take what's going on in our minds and we put it on our bodies? what the heck does it have to do with me eating a cookie? we feel that way because of the feelings of guilt and shame. it can feel so much more tangible to fix a body. we're used to doing that with dieting rather than to address our emotions. so you're saying that I'm putting my guilty feelings onto my body. I need to work on eating the cookie without feeling guilty? yes, exactly, or maybe I just need more willpower to not eat the cookie in the first place. problem solved- wait, that's no."
vGGJggHyh5A,"protein bars that actually taste good and help keep me feeling full. I've been eating These Bars from Costco for years. they're some of the most affordable ones. belt bars are a totally different vibe. they're much more chewy. I like them chilled in the fridge. bear balls are a newer one, but they are fabulous. they have a really nouy texture. Quest crispy bars are great for a fruity Vibe. I randomly stumbled upon them in a hotel lobby."
GkaPIM_p790,"I cannot believe you actually made these. can't fathom why I wouldn't, because you're literally taking carbs and shoving fat and sugar into them and it is delicious. don't come crying to me when your body is full of inflammation, hormonal disregulation, blood sugar imbalances, dire need of a detox cleanse. eating something more Soul nourishing than nutrient doesn't mean I'm going to become unhealthy. being able to enjoy fun Foods is part of living life. being healthy is more important than having fun, or you could just have both. research shows that allowing yourself to enjoy the fun foods, and doing so without guilt, leads to an overall more balanced, higher quality diet. eating that is helping your health. being more flexible and guilt-free is helping me be healthier overall. but most people can't eat those things in moderation like you, thanks to diet culture. but they can learn. I'll teach you. oh gee, I got to run. maybe another time. someone's a little bit flaky, and in the good way."
uTbUYacD2yE,"this is cookie dough and this is cottage cheese. they're both delicious, but they are not the same, so let's stop pretending like they are. I just bought this, so let me show you how I made this. first up, take some cottage cheese and you're going to blend it till it's nice and Whippy and smooth. then you're going to take a big old bowl and mix your Blended cottage cheese with oat flour, protein powder, vanilla, maple syrup and mix it all up, then fold on in your chocolatey chippies, grab a spoon and get eaten. it is actually very tasty. both of these can have their time and place. sure, might be more nutrient-dense, but that doesn't make the other bad or morally wrong. it's about finding a feel-good balance between the two. give this a try. if you want a nourishing, snacky snack, oh yeah. or don't. if you want and stick to this, it's up to you. also delicious, it's the spot."
h8Q196jdezI,"check it out. I made my own high protein peanut butter eggs. oh, that's a fun little snack. I snagged one at the store. that's the difference between you and me. I care about my health. it's totally okay if you prefer simple ingredients and even adding a protein boost, but let's not go spreading false information. the kind of funny looking names on the ingredient lists are safe to consume. most people are getting plenty of protein from other sources. it's that kind of thinking that's making us all sick. if everyone just ate clean and stopped eating so freaking much, we wouldn't have such a Health crisis. or is it the extremist thinking and our society's obsession with being thin that is actually rebounding and causing more health issues and weight gain? you're one of those people, huh, don't diet Donuts all day. no, I'm one of those. don't diet. learn to care about your food choices without obsessing or stressing kind of girlies same thing, it's actually not. you might benefit from learning about a more balanced approach to not dieting than just the donut clickbait you see online. follow me and I'll show you."
91uqJJEDx7A,"happy Easter, sweetie. now, instead of hunting for eggs filled with toxic, chemically filled junk, we're going to go on a hunt for nature's candy dates. let's get started and see how many steps we can get in. wo, look at all the candy you got. remember last year when he got a little too excited and ended up vomiting a rainbow didn't feel very good, huh. let's just keep that in mind as we're deciding how much candy we have now. okay, oh honey, stop putting so much food on your plate. you do not need all of that, grandma said. said you were getting a little husky compared to your cousin sandreen. now I know it's easy to get excited about all the delicious food. let's take a look at everything, see what we think is the tastiest and start with that. then we can come back for more later. or, if our tummies are full, you and I can make a plan to make it at home. oh, I know you worked so hard on these adorable little bunny cupcakes, but mommy doesn't have any points left. why don't you go give it to Daddy? you made this for me. thank you, I love you."
5oMfXenFHDg,"breakfast time. huh, wait, are those waffles? yeah, I had a hankering, so I bought a box of Frozen ones. you can have a couple if you want. isn't that kind of a lot of carbs you got going on? oh wait, are those the specialty low carb keto ones? no, they're just the regular all Frozen ones. I like the whole wheat ones for a little extra feel, full fiber and whole grain boost. that doesn't look like a very healthy, balanced breakfast. actually it is. I added some Greek yogurt for a punch of protein, peanut butter for fat, and then I mixed some Frozen berries with maple syrup, warmed it up in the microwave for a little bit of a micronutrient boost and to boost satisfaction. I think we have different ideas of what's considered healthy. I used to follow a ton of healthy food rules too, but turns out they weren't as healthy as I thought. now, no food rules. my definition of healthy is waffly different. awfully, awfully little food pun. no, are you sure you don't want to bite? not eating enough carbs can make a gal really cranky. might help you."
N2WohPhz_n4,"Pizza soup that you got to make ASAP a because it is insanely delicious, but B time for soup season is running out, friends. oh yeah, let's make it. add oil to a big old pot and brown the beef for about 5 to 7 Minutes. add some chopped onions, sliced mushrooms, broth, marinara sauce, Italian seasoning, onion and garlic powder and salt. allow this to Bubble like a hot tub for about 15 minutes and then you're going to make your pepperoni Krispies. you're really just going to cook pepperoni like you would bacon, Pat it off with a paper towel, cook extra, cuz it's really good for snacking. once you're super is ready, let's get the cheesy goodness and mix of mozzarella and Parmesan. grab a bag of croutons for topping these little crispy pepperonis. topnotch. this really is a favor of mine. you're going to love it. give it a try."
ZX6gNSODQ9U,"I'm a registered dietician and I'm going to share with you my favorite recipe for a healthy shamrock shake. what can I get for you? can I get a medium shamrock shake please? it's literally the one that comes out of the machine. you just can't beat the OG. you can 1,000% still enjoy this and be healthy, even though I'm a dietitian. I won't be making a healthified spinach containing Shake instead of getting this, that would just be a smoothie, which is fine, but let's not pretend that holds a candle to this. enjoy it, friends. guilt isn't ingredient, so don't go adding it."
_A2gn6CLqBI,"had a bad day. you taking one down, you sing a sad song. just to turn it around, you say you don't know. tell me."
UtuT9HbJgCQ,"lunchtime, same here. I'm starving. what you got there? watermelon duh, did you know? it's like 92% water, so you can eat like so much of it with so few calories. Mel Health babore XOXO says it is like the best volum meting hack. I've been having it all week. for sure it's delicious, but I'm not sure I'd follow that volume eaing advice. you said you were hungry right like starved today, so annoying. well, if you eat a ton of low calorie, high volume foods like watermelon, your stomach is going to be full, no doubt, but you probably won't be satisfied. you can fill your stomach to the GM, but if you're not giving your body what it needs like calories, carbs, fat and protein, you're probably just going to end up in the pantry 20 minutes later, elbow deep in the jar in Nutella. nuh-uh, that happened to you yesterday, didn't it shut up? I call it like I see it."
EPsKHtIQ3aU,"how to evaluate a protein bar. the source of protein can differ. some people's tummies tend to feel better with certain kinds. exactly how much protein? there is no legal definition for what counts as a protein bar. by learning to view nutrition labels neutrally can be helpful to evaluate it for yourself. many protein bars also contain fiber. helps us feel full and satisfied for longer periods of time. eating a protein bar high in fiber could lead to indigestion. different types of bars Also may use different fiber sources. some people react differently. a variety of sweeteners are usually used for some. artificial sweeteners can cause tummy upset, but they're usually totally fine from a health and a nutrition perspective. if you prefer more Whole Food Source bars, that's okay, but you do not need to fear consuming a protein bar that is more processed. it may be helpful to zoom out and peek at the total calories. some may be more fit for a lighter snack and some for a more filling one. do some experimenting and have some fun with the process."
lSV9GOUpo9A,"happy cat shamrock shake set. Mickey de doesn't get this fancy. that's good. let's make it blend up vanilla, ice cream, milk, peppermint extract and green food coloring. what joy in a glass. trust me, give it a try."
v3NG4MiaEkQ,"I'm not even hungry, but I just want to eat. these aren't even good, they're so still. oh, yeah, I think I might know why. tell me and take these away. no, I'm not going to do that if we restrict them and make them off limits. we just want them more, even if they're super stale and actually gross. when did we buy those anyway? regardless, what if you asked yourself what you're really needing? what do you mean? well, do you need a break? I mean, it's been a busy day, or maybe you're just sick of these boring work tasks need a boost of feel-good dopamine? yes and yes. okay, so maybe we just step away for a minute. maybe we get out into the sunshine or watch a funny YouTube video or, if you want, you can snuggle with this guy. then reassess how you feel. and if you still want the food, okay, I'll give it a shot. did you have peanut butter for breakfast by chance? I think you might have some left on your face. man, these things are rock hard. are you sure he didn't chip a tooth?"
FotAC3HpXwE,"um, those are not muffins, those are cakes. way too many carbs for the morning. o, I love these. they may not give as long lasting energy as, say, a bowl of oatmeal, but we can still enjoy them. um, peanut butter with added oil and sugar. never would I ever that is so bad for you. the added oil keeps it from separating and the sugar adds a touch of sweetness. if I prefer this kind, or it better fits my budget, that's okay. how are they even selling this junk that's filled with toxic artificial coloring? these were my fave as a kid. the amounts of additives in our food are regulated to Safe amounts. I can serve and eat these guilt-free. I hope everyone who's taking a sample is logging that into their calorie tracker, but I bet they aren't. ooh, I've been wanting to try this. don't mind if I do. oh, mhm, totally worth the hype. do they know how many calories are in that pizza? so unhealthy, give yourself a death sentence. why don't you look at that cute fam having a pizza lunch date? I'm pretty full and satisfied right now, but maybe next time do better. Costco, Costco's the best."
eSqSsbqF8KI,"you could eat all of this or one of these. yeah, I want the cookies. no, no, no, you're supposed to pick this. it's way healthier. if I try to curb my craving with all of that, I'll just eat all of that and then also eat the cookie. I'll actually eat way more. I may or may not eat the whole thing, like you're assuming. okay, Miss, I have the superpower of self-control. not everyone can just listen to their body. you're right. most people can't just start listening to their bodies thanks to diet culture hacks stealing their ability to listen to them. but it's not a superpower that I have. I've just put in the work to relearn how to listen to my body regardless. you can't deny this has way more nutrition. I'm not, but you still want to eat this? yep, that's just so irresponsible. you should really care about your nutrition. maybe you need to care a little bit less. having a healthy balance is sustainable, enjoyable and supports our well-being. you should try it now. give me those cookies."
aP4VfnU7Vv0,"protein bars can be a great tool in your nourishment toolbx. like pretty much all things, they do have pros and cons. dieting behaviors and restrictive eating can take many forms, like having a chocolate protein bar instead of a brownie when you're craving it. you also likely shouldn't use a protein bar as a meal replacement. this is even true when they're marketed as meal replacements. protein bars can support your health and fitness goals when used appropriately, but they are not intended to serve as a complete dietary substitute. so in reaching for that protein bar, ensure that it's for the right reasons."
PfwKmtdUYK8,"this is not a shamrock shake, but it is a minty smoothie and it is delicious. let's make it. blend up: a banana, spinach, chopped, Apple, freshman, add some milk, a scoop of protein powder, if you like, and some ice. blend that baby up. let's not go pretending these things are the same thing as Mickey, but they can be delicious in their own way. it really is good. I feel fancy. wait, just give it a try."
lZRU50mb0Yg,"here's everything I eat in a day with no food rolls. I took the strawberry cheesecake smoothie I'm obsessed with lately and turned it into a ninja creamy style. this is so good. it is delicious and filling. what's not to love? mini peppers, added cottage cheese to make it more filling, and everything but the Bago for flavor. dill pickle chicken salad's the best chicken salad. I prepped a whole batch so lunch was super easy to put together. also had leftover veggies and this delicious seasoning. this salted Margarita bar satisfied my sweet tooth, needed something on the go and I switched up my usual. I had a bear Bell's protein bar- delicious, chewy and not at all chalky. dinner was butter chicken sauce with some chicken and mushrooms that I paired it with white rice and some broccoli that I needed to use Cookie Dough Bites satisfied my desire for a little susum."
Ojy0BXC89dg,"only eating junk food is not necessarily a right of passage for your intuitive eating Journey. it's not wrong or bad, but often times people think that only eating these types of foods is how you become an intuitive eater and eventually it'll all just click. not always true. there's more to it than that. one of my biggest tips is tuning into your hunger and fullness cues before jumping right into breaking all of your food rules and stocking your house. otherwise, of course, we won't know how to stop eating those Foods. what happens if you say yeah, yeah, Colleen, that would have been great to know, but I already started eating all of the things. not to worry, we're going to slow down. think about the foods that you want to eat, but also how different foods make you feel. do not feel guilty or wrong or ashamed. if you feel like you're in this place of only wanting to eat junk food, you're not alone. you're definitely not a lost cause."
fOl2so7_8Xg,"oh, hey, girl, what's for dinner? I made some pasta. there's some in the pot. if you want some, wait with like real noodles. don't you have like a spiralizer around here somewhere? zoodles are like magic. way less carbs- oh, we're not afraid of eating carbs now, and man, it feels so much better. way more energy, and we don't binge eat sugar anymore. sugar is still a thing. I would have thought everyone would have just switched to Splenda by now. problem solved. yeah, no, we also aren't afraid of eating real sugar. that bananas- well, only half one, am I right wrong? well, I wish I could stay, but I've got to run. I'm picking up Sarah to go see the new Hunger Games movie that came out today. oh, Jayla is great. right bye, babe. well, at least that's one thing we can agree on."
fwjSTaAradM,"I'm trying to e intuitively, but I'm not losing any weight. what makes you think you need to lose weight? well, I don't feel good. okay, that's valid. let's focus on that part instead of the weight part, and I think I might know what's happening, what you might be focusing on the end goal only. it's like if you were to go on vacation and you got super excited and you ordered all the clothes, the outfits and planned all your activities and then you realized, wait, I forgot to actually plan how to get there. I'm not going on vacation, lady. a similar thing can happen when we stop dieting. we're like woohoo, eat all the things, no guilt, feel in control, all great things, but we focus on the there instead of how to get there. so what do I do? well, you need to clearly plan and Define your steps to get there, to be able to eat in a way that feels good. then your weight will fall into place. I need a plan, you need a plan, and can you help me? sure can. let me make you one."
ZRURl82xq2c,"dill pickle chicken salad is literally what dreams are made of. let's make it. I firmly believe this tastes the best with Costco rery chicken. add pickle, celery and green onion, then combine Mayo, dill pickle juice, Dill garlic powder, onion powder, salt and black pepper. mix that all up and then throw it onto your chicken and veggies and mix it again. easy peasy friends. this is the stuff. I'm almost embarrassed how much I've been eating this lately. it's just the best."
Q7vMd1j5ZOM,"here's everything I eat in a day with no food rules. not everyday starts with donuts, but this one did. it was Fat Tuesday, so my husband and I did a little sampling of some punchies, tried my hand at some Savory oats when I got more hungry. it was absolutely delicious. this is fire sweet potato, cotage cheese, bacon, green onion and then I had some peppers on the side. I'm just obsessed with these. lately afternoon, Sweet Tooth equals more donut. allow me to introduce you to single serve bloody mary Devil's eggs- so good. I scooped some up with some crackers to make it a little more filling. dinner was, very randomly, Arby's copycat beef and cheese sandwiches is very delicious and I served it with some Co sloth, which your girly loves. and that's a full day with no food rules."
RgW_cjr5BjM,"let's do this. what are you doing? this mental toughness challenge? it's not a diet culture diet about how you look. it's about overhauling your life. you've got to be disciplined. if you screw up even just one day, you got to start over. I totally understand the desire to want to have a goal and to want to do hard things. it does feel satisfying. but I'm not sure this is the best idea. and why not? well, studies show that actually not being so hard on yourself and having self compassion is positively associated with diet quality, meaning you eat healthier. meanwhile, shame and guilt are associated with increased disordered eating Tendencies, including binge eating. but I need structure. if I just free ball my Wellness, I won't be well. structure isn't bad, it can be super helpful. but Extreme All or Nothing thinking, not so much. that's just being weak, that's just being rude. is this mental toughness or mental? I'm just going to be a jerkness. I'm not go eat with Tina."
5y2gxzNm5hI,"now, sweetie, don't eat all of Mommy's 100 calorie packs. okay, sweetie, don't touch anything that comes in a package. yeah, it's all chemicals and you'll die. I really Can't Believe. It's Not Butter, oh heck. no. keto is life. oh, sweetie, don't forget to drink your glass of milk with dinner. hey, sweetie, can you hand me the grass-fed, wild caught oat milk for our smoothies? a moment on the lips, a Lifetime on the hips. it's not a diet, it's a lifestyle."
adIR4_gCdqE,"check out my bun hun. oh, in mood for a little handheld salad, are we? well, this allows me to eat the fries too. there's nothing wrong with enjoying a crisp lettuce wrapped burger if that's what you're wanting, but you can eat a bun and Fries I no. no. two carbs in a meal, that is just too much. it's not too much when you listen to your body and eat the amount. that feels good. yeah, but I can't do that. I just eat all of everything that's on my plate. then I'd be in a carb coma. this is healthier. low carb. livon just takes a little thought and planning. M. it might feel that way right now, but eventually all that mental gymnastics adds up and it eventually takes up, like all of your brain space, making life way harder, not easier. being unhealthy makes life harder. all that's stressing about food is going to be worse for your health, and not to mention the increased binge eating tendencies that come along with placing limits on food. but suit yourself. I fried to tell you."
dCzl7tDl5Yk,"fear of weight gain is a learned behavior due to unrealistic standards of beauty. our standards are ever shrinking. it's been seen in the Miss America Pageant contestants over the years, with a steady decline in BMI. we can unlearn it: assess what you believe is true. many times when you see someone in a larger body in a TV show, they were portrayed as the funny fat friends, not often the successful love interest. these connotations have been ingrained in us, but that doesn't make them true. shift your goals from being weight focused to well-being focused. if weight gain were to occur, it's because your body needs it. our bodies are smart cookies and are sort of looking for their goldilux: weight isn't too low or isn't too high, one that feels comfy and is easy to maintain within a range."
jbWBxocBDpU,"M. apparently that's what all the cool kids are doing anyway. strawberry cheesecake smoothie: let's make it. grab your gorgeous self some frozen strawberries, then add flax seed, cottage cheese, an optional scoop of protein powder. then go ahead and add milk, honey or maple syrup, lemon juice and Ice. blend that baby up till it's creamy dreamy. always have extra gram crackers. M cheers."
jFszgVqBibA,"oh man, well, good Morning, Starshine morning. where's the coffee? it's over there and there's some creamer in the fridge. if you want some, add extra calories and sugar to it? I don't think so. don't we still drink this black? why do you even have that in your house? because sometimes I find creamer in my coffee delicious and satisfying. we're not afraid to drink calories anymore. want me to make you an omelette? I make them pretty good, yeah, but can you just use egg whites and then load it with a bunch of veggies? why does yours have whole eggs and cheese, did I? I miss the memo on a cheat day or something. yeah, we don't do cheat days anymore either. those are kind of just planned binges and we now realize the Yol is a nutrient Powerhouse. plus the fat in there is needed for our bodies to actually absorb some of the nutrients from veggies. I knew the future would be weird, but this is just bananas. speaking of bananas, wait till you hear we now make smoothies with full ones, not just half. it's like I don't even know. you trust me, it's a good thing. we've come a long way."
ntBWhkt4C0M,"oh yes, come on, I think this is what heaven tastes like. prepare a box brownie mix according to package of directions and put it in an 8 by8 pan. in a separate Bowl you're going to combine softened cream cheese, sugar, vanilla extract and one egg. you have two options for the raspberry sauce. you can either use jam and lemon juice or you can make your own with raspberries and sugar. you'll mix some of this with your cream cheese mixture and then make a nice layer on top of your brownie batter. get fancy pants and make a swirl. just dollop some sauce on top, connect the dots, add raspberries if you like. bake according to the B. I'm not going to say you need these, but I'm not going to say you don't, it's so good. I left out a very key ingredient: guilt m."
yp9L2YHX3rQ,"Susan is totally crushing her workouts. you see how much weight she's lost. remember how we talked about not commenting on someone's weight? yeah, but it's okay because she's truly doing it for her health. she likes the workouts and she's not doing any cray cray dieting stuff. I'm so glad for that. but I still don't recommend focusing on weight or her physical appearance to keep her motivated appearance. focused exercise is related to less perseverance or wanting to do set exercise, so what you're saying is her hard work should go unnoticed. my gosh, no, I'm not saying that at all. I'm just saying what if we helped her create internal motivation for her new routines by saying things like, wow, you have so much energy, or your mood is Lively and chipper, or wao, that box was really heavy way to go, girlfriend, you picked that up with ease. that's just silly. everyone loves to look good. it'll motivate her, trust me. what's silly is focusing so much on how our bodies are looking instead of how they're actually living."
GyyO_utJd0M,man. her butt looks so much better in leggings. mine looks all lumpy and jiggly H these compression shape or leggings are giving me a huge gas bubble. they're so tight. hope no one just saw me pick my wedgie. I wish my body was as toned as hers. she's like all muscle. I really hope losing my period because my super low body fat doesn't impact my ability to have children. dang that girl lifts heavy. I look so dumb with my tiny baby weights. I feel so manly for lifting heavy. maybe I should take up Pilates. that's way cuter and more feminine. everyone else stays for way longer than me. front desk lady is probably juding me: only 2 hours and 55 minutes left in my shift. I wish I could be as confident as everyone else and have a normal relationship with exercise 2.
bn07VwwBT74,"just lose a little weight and you'll be fine. Healthcare systems are historically and notoriously riddled with diet culture. do a bit of research on different providers. go online, ask friends or family members for recommendations to go to or maybe even to avoid. set super clear boundaries before your visit. I recommend both calling and emailing to really get your point across. might seem like Overkill, but a lot of times it's needed. when you arrive, remind them of your desire for or non-diet care right off the bat. ask to not be weighed. a weight-based medication may be necessary and a weight is medically needed, but many times it's not. if you receive negative comments about weight or suggestions for weight loss, ask to reframe their recommendations into a weight neutral perspective. don't hesitate to reach out to this community for any support or guidance that you might need and giving your body and well-being the respect and appreciation you so deserve."
ppWxoUAOWL4,"no, no, no, girlfriend. hey, get that back. powdered peanut butter is so much better for you. I used that stuff in place of real peanut butter for years and let me tell you what these two are- not equal swaps. don't hate on my choice. first, right back at you, and second, I'm not hating on it, I'm just saying they're not the same nutritionally or satisfaction. wise duh. this gives you way better nutrition, not necessarily. the powdered stuff is more protein dense, which could be a plus, but a con could be that there's not much fat in there which our bodies need to feel full and satisfied and to function properly. I see the powdered stuff as a way to add a protein boost and maybe a little bit of a Nutty flavor, and this stuff is a way to add more nutrient density and essential fats and to satisfy an actual peanut butter craving. we've got the bread for the carb, Greek yogurt for some protein, and then we've got the peanut butter on top for a little bit of fat. you mean you're going to get fat. your fat phobia is a whole other topic we got to discuss."
Xsm2RzGhfVQ,"check out my 17 ID omelette, wo I heard protein is super important at breakfast. so B Appetit, and that's totally true. protein helps keep us full, satisfied and gives us nice, stable energy throughout the day- fabulous. but our bodies need more than just protein. okay, says the girl eating a stack of carbs. take your own advice, will you here? I'll go make you one. oh no, need these Kodiak waffles have a sneak attack protein punch, all while being so delicious, and not to mention, I could probably make this meal like 10 times over. in the time it would take you to make me an omelette. all I've got to do is pop them in the toaster and dress them up. I like to load them up with some yogurt, berries and peanut butter. yum, mine is yummy too. yeah, doesn't look all rubbery at all. I'll just leave these extra boxes of Kodiak waffles, power cakes and oatmeal right here for you, just in case you're hungry again in, uh, 20 minutes. that's what I thought."
WFs4irna43Q,"[Music]. cauliflower really can be anything. you shouldn't have you make everything so much butter dates. you do love me. if you would have given me that processed candy crap, you'd be trying to kill me. my two loves right here, you and protein bars- yes, thank you for not covering them in chocolate. totally unnecessary calories. thank you, babe. orange cream: let's try again."
xD5HTgHrxWs,"time for breakfast. what you making. I'm embracing a life of no food rules. this is the sixth day in a row I've had this. so glad you're ready to give up dieting. you have full permission to eat this. but I got to ask: are you enjoying this? does it feel good? sure, it feels good to eat all the sugariest things I've been depriving myself of, No Doubt. but eating intuitively, with no food rules, isn't just about always picking the sugariest food available. it's about fueling your, your body, in a way that feels good both mentally and physically. well, I haven't pooped in 4 days and my midm morning sugar crash is pretty bad. I think you might have a skewed, extremist view of the idea of intuitive eating and food Freedom. you're in the place that I like to call not dieting. you're rebelling against diet culture, but you're not yet fully eating intuitively. so it's okay if I go make myself a smoothie. I think I'm going to be sick if I take another bite. that's an intuitive choice. we're getting somewhere."
kOi7lLkqtqo,"what if you can't deny the fact that you like the way that movement makes your body look? is it okay to like it when your body has a bit more muscle definition or is a bit more lean? one question you can ask yourself is: would I still do these types of movement if there was no chance that they'd change the way that my body looks? let's say that you're a Pilates girly and love the way that your tushy looks when you're consistent. you also do genuinely love going to the classes. it relieves stress, the people are great and it feels good to your body as well. would would you still want to go to the class if you didn't have that Pilates booty to show for it? what we are looking for here is to not have your motivation for movement be dependent on the way that your body may or may not look. as a result, studies show that appearance focused exercising motivations stem from how you look- is not great source of motivation long term. separating your reasons for exercising from this is key."
mEO2-xL-dB0,"these honey mustard pretzels. chicken bites are about to become a new favorite. they're so easy to make. all you do is make a super simple honey mustard dressing to start. you can also use a store about version. if you prefer our short on time or just don't feel like it, coat your chicken with some flour, set it aside. then we're going to take our pretzels, add our spices, mix it all up, then take one egg and whisk it with some of the honey mustard dressing. now give those chicken bites a swim in the egg wash, then coat them in the Crispy Crunchy pretzels. you have two options for cooking these. you can either do it in the air fryer or bake them in the oven. they come out super tender and juicy on the inside- the perfect protein addition to any meal."
