ID,first_three_sentences
UHgWK0WgJQw,"Brody, do you remember this? deep and delicious I do. you know I tried one recently."
ceqgqICdH6I,"lettuce is getting pricey, no matter where you shop, so if you're missing your greens, here are five cheaper alternatives to get your fix. number one: kale. it's great for smoothies, sauces, salads and soups."
AtDsakgTkHc,"we all remember eating Mr Noodles pretty much every single day- breakfast, lunch and dinner- as college kids. did you ever eat them just raw in the world? that was like the only way I ate them."
0d_Ql6lUXaE,"I have nothing against Frozen convenience Foods. I love me a quickie meal, but 250 calories of just noodles and a few pieces of broccoli is Not Gonna Fill Me Up. so I'm going to show you how to turn it into a hunger crushing combo that will step one: put it in a bowl so that you feel a little more refined."
Sm9_1Ecy29c,"want to know what a dietitian looks for in a good cookie. I'll show you number one: not gluten free, listen, I'm so grateful that we have a wide range of gluten-free products out there for folks who are Celiac or who are gluten intolerant, but I'm either of those things and I can enjoy gluten without issues. and, let's be real, most gluten-free cookies are dry, as number two over crunchy, I mean, except if we're talking Oreos, because, let's be real, that's always the exception."
LOErXO3eVWo,"Jenny, you know you can't eat that. it's about gluten. oh, my goodness, Jenny, a moment on the lips, a Lifetime on the hips."
C2CRDKIMBFk,"this is the one thing I never put in my body as a registered dietitian, and I'm going to tell you why. honestly, I just don't like it. we have over 500 studies on aspartame and products like Diet Coke, so don't let other influencers on this app convince you that they're poisoned."
ObpUlHau-TY,"[Music] living lovely, okay, folks. olive oil is rich in skin supporting nutrients like vitamin E and A, Plus healthy monounsaturated fats, which some early research suggests may help to improve skin aging. but like you can also just cook with it, you can also just use it in like a salad dressing."
tAUGo2_HmmM,"Brody, are you team jelly or whole Berry? my family always have the jelly. well, that's too bad, because my family always did whole Berry."
NOoRKkgQ7pU,"happy. what holiday pie does a dietitian pick? um, um, the one you like the most, and I like pumpkin or more fat."
YzubzqCPkYU,"Abby was a dietitian- eat during the day before a holiday dinner to save calories before the big Feast- um, does fats that I actually enjoy? starving yourself in the day leading up to a larger than usual holiday meal is a recipe for a binge. when you're feeling emotionally and physically deprived, of course, you can't help but overeat."
sgmvjiZdcOA,"have you. I always find that I need to eat during the night. what's a good, balanced snack that I can make before bed?"
HTG-MaSUaX0,"here are three things a dietitian won't buy at the grocery store, unless you want a dutch oven, your partner every night. these are not my idea of a brownie. it may have 50 fewer calories, but it is like more than 50 less delicious of fun."
I2mjvj0HPJg,"everyone on a dietitian, or is that chipotle? I'll show you. so on the bottom there, I did half white rice, because I prefer white rice to Brown, but I don't love a lot of rice and I find that a lot of these burrito bowls tend to be just like basically mainly rice, so I want to leave extra room for some beans and some extra veg in there."
X02nvpL9gpM,"Bella Hadid just posted the most insane looking sandwich and I think I need to try it. so we're gonna try to get through it as fast as we can. olive oil, balsamic lays, dried oregano, pinch of chili flakes, dried basil Pepper and a little salt."
0NskB9pdPcE,"so, as a dietitian, how do you like to make your eggs? anyway, all the ways. but if I had to pick a single way to do eggs, this is what I do most often."
FL_PA8RXlWA,"cause you're just a man. honestly, is any kind of milk sacred these days? okay, folks, let's go over this one quick."
0SIJlwPjLMk,"welcome to Wendy's hi. um, can I have the Apple pecan salad and a Junior Frosty please? the chocolate and the new camera apples- the classic chocolate, please, Perfect."
fIYwl6TGo6Q,"my PMS slash birthday Edition, but I mean bikes are healthy today because if I know I'm getting my period soon, I really make sure I'm healthy to avoid any period cramps. we just want to be cautious about putting too much stock into eating very healthy or, in her case, actually identifying as a very healthy person, which can be a bit of a slippery slope into disordered eating behaviors like orthorexia. second, can you eat your way out of period cramps?"
XeUwaDUx6-0,"yes, can I have a grande soy milk latte? um, and I'll get the egg white um bites and I'll get an oatmeal. I'll get the um, the nuts and the brown sugar, please, and the latte."
wc8PmDdKGPk,"what are you doing? I'm deconstructing my sandwich. Tick Tock said that I have to eat the vegetables first, to meet second and then the bread if I want to manage my blood sugars."
uRGvL7HczNY,"make sure everyone sees the ingredients. bad guys, there's sunflower oil in this. why do I debate of Wellness culture?"
C-pdpyF3lrw,hey everyone. i'm abby sharp. i'm a registered dietitian and this is what i eat.
veh98fUAzdU,"this is gonna be a hot take and i know i'm gonna get a lot for it, but this is something that i have to call out. mayonnaise is gross, as i'm kind of weird about my mayonnaise situation, where i'm fine with it if it's already on a sandwich. if it comes on a burger, if it's a fancy aioli from a fancy restaurant, i am down."
WNHTQnrcG5c,"i'm a dietitian and this is what i eat in a day: coffee always. then i mix some protein powder into my cereal with berries, plus a slice of sourdough with cream cheese and figs. lunch was quesadillas with some salad and guac plus a little greek yogurt parfait."
Gd5nnK_2geE,"I am so glad I'm done dieting and can enjoy cereal again. samies, I see you got some Pebbles there, personal fave of mine. I'll pour you aable."
9OJdx53KlF4,the kitchen is officially closed. anyone got a lock pad? what's uh going on here?
Fuz3gq27phk,"snack time. samies, have you tried this combo? it's delicious, no thanks."
GcyujZasFpI,"she calls it Berry cheesecake fluff. okay, so it's not the most creative name, but this creamy, dreamy pile of goodness is delicious. it is the perfect sweet snack."
QJ7MIUsLLZo,Where's your green juice? and are those carbs? is that a vegetable?
IJhzy0qK0WA,"I wish I wasn't so restrictive and can just let myself eat. I mean, look how confidently Katie polishes off her food. what is wrong with me?"
gDwH1qIwL2g,"okay, Burger tacos are the best because they can fit so many toppings and this special sauce. it's the best. and the tortillas get a little Crispy Crunchy."
YZsW4c-TNy4,I have got to lose some weight. why do you say that? because I don't feel good.
AhDJLXo0eXU,Sarah stopped dieting and she lost weight. I kind of hope that happens to me. Rachel stopped dieting and she gained weight.
dJqq6offTQk,"we're gonna talk about weit. what am I waiting for? no, we're gonna talk about wait."
GCo-QvL99Z0,copycat zesty lime MC wraps. Mickey D only sells these in Canada so I had to make my own. nailed it.
cwfwwiOxBiA,I hate my body. maybe I'll try those Slim Fast shakes that'll fix it. I would kill to look like that again.
kNCUbzIKcRQ,"I would gain like 10 lb from eating a single cookie. I used to feel that way too, but the reality is your body doesn't really change after eating a single cookie, even though we physically feel like it does. it's kind of a messed up mind trick that diet culture plays on us called embodiment."
vGGJggHyh5A,protein bars that actually taste good and help keep me feeling full. I've been eating These Bars from Costco for years. they're some of the most affordable ones.
GkaPIM_p790,"I cannot believe you actually made these. can't fathom why I wouldn't, because you're literally taking carbs and shoving fat and sugar into them and it is delicious. don't come crying to me when your body is full of inflammation, hormonal disregulation, blood sugar imbalances, dire need of a detox cleanse."
uTbUYacD2yE,"this is cookie dough and this is cottage cheese. they're both delicious, but they are not the same, so let's stop pretending like they are. I just bought this, so let me show you how I made this."
h8Q196jdezI,"check it out. I made my own high protein peanut butter eggs. oh, that's a fun little snack."
91uqJJEDx7A,"happy Easter, sweetie. now, instead of hunting for eggs filled with toxic, chemically filled junk, we're going to go on a hunt for nature's candy dates. let's get started and see how many steps we can get in."
5oMfXenFHDg,"breakfast time. huh, wait, are those waffles? yeah, I had a hankering, so I bought a box of Frozen ones."
N2WohPhz_n4,"Pizza soup that you got to make ASAP a because it is insanely delicious, but B time for soup season is running out, friends. oh yeah, let's make it. add oil to a big old pot and brown the beef for about 5 to 7 Minutes."
ZX6gNSODQ9U,I'm a registered dietician and I'm going to share with you my favorite recipe for a healthy shamrock shake. what can I get for you? can I get a medium shamrock shake please?
_A2gn6CLqBI,"had a bad day. you taking one down, you sing a sad song. just to turn it around, you say you don't know."
UtuT9HbJgCQ,"lunchtime, same here. I'm starving. what you got there?"
EPsKHtIQ3aU,how to evaluate a protein bar. the source of protein can differ. some people's tummies tend to feel better with certain kinds.
lSV9GOUpo9A,happy cat shamrock shake set. Mickey de doesn't get this fancy. that's good.
yFmibiRf8ZQ,"[Music]. okay, where were we?"
v3NG4MiaEkQ,"I'm not even hungry, but I just want to eat. these aren't even good, they're so still. oh, yeah, I think I might know why."
FotAC3HpXwE,"um, those are not muffins, those are cakes. way too many carbs for the morning. o, I love these."
eSqSsbqF8KI,"you could eat all of this or one of these. yeah, I want the cookies. no, no, no, you're supposed to pick this."
aP4VfnU7Vv0,"protein bars can be a great tool in your nourishment toolbx. like pretty much all things, they do have pros and cons. dieting behaviors and restrictive eating can take many forms, like having a chocolate protein bar instead of a brownie when you're craving it."
PfwKmtdUYK8,"this is not a shamrock shake, but it is a minty smoothie and it is delicious. let's make it. blend up: a banana, spinach, chopped, Apple, freshman, add some milk, a scoop of protein powder, if you like, and some ice."
a-IV7HUzL5M,grown ass women do? I'm a grown ass woman.
lZRU50mb0Yg,here's everything I eat in a day with no food rolls. I took the strawberry cheesecake smoothie I'm obsessed with lately and turned it into a ninja creamy style. this is so good.
Ojy0BXC89dg,"only eating junk food is not necessarily a right of passage for your intuitive eating Journey. it's not wrong or bad, but often times people think that only eating these types of foods is how you become an intuitive eater and eventually it'll all just click. not always true."
fOl2so7_8Xg,"oh, hey, girl, what's for dinner? I made some pasta. there's some in the pot."
fwjSTaAradM,"I'm trying to e intuitively, but I'm not losing any weight. what makes you think you need to lose weight? well, I don't feel good."
ZRURl82xq2c,dill pickle chicken salad is literally what dreams are made of. let's make it. I firmly believe this tastes the best with Costco rery chicken.
Q7vMd1j5ZOM,"here's everything I eat in a day with no food rules. not everyday starts with donuts, but this one did. it was Fat Tuesday, so my husband and I did a little sampling of some punchies, tried my hand at some Savory oats when I got more hungry."
RgW_cjr5BjM,let's do this. what are you doing? this mental toughness challenge?
5y2gxzNm5hI,"now, sweetie, don't eat all of Mommy's 100 calorie packs. okay, sweetie, don't touch anything that comes in a package. yeah, it's all chemicals and you'll die."
adIR4_gCdqE,"check out my bun hun. oh, in mood for a little handheld salad, are we? well, this allows me to eat the fries too."
dCzl7tDl5Yk,"fear of weight gain is a learned behavior due to unrealistic standards of beauty. our standards are ever shrinking. it's been seen in the Miss America Pageant contestants over the years, with a steady decline in BMI."
jbWBxocBDpU,"M. apparently that's what all the cool kids are doing anyway. strawberry cheesecake smoothie: let's make it. grab your gorgeous self some frozen strawberries, then add flax seed, cottage cheese, an optional scoop of protein powder."
jFszgVqBibA,"oh man, well, good Morning, Starshine morning. where's the coffee? it's over there and there's some creamer in the fridge."
ntBWhkt4C0M,"oh yes, come on, I think this is what heaven tastes like. prepare a box brownie mix according to package of directions and put it in an 8 by8 pan. in a separate Bowl you're going to combine softened cream cheese, sugar, vanilla extract and one egg."
yp9L2YHX3rQ,Susan is totally crushing her workouts. you see how much weight she's lost. remember how we talked about not commenting on someone's weight?
GyyO_utJd0M,man. her butt looks so much better in leggings. mine looks all lumpy and jiggly H these compression shape or leggings are giving me a huge gas bubble.
bn07VwwBT74,just lose a little weight and you'll be fine. Healthcare systems are historically and notoriously riddled with diet culture. do a bit of research on different providers.
ppWxoUAOWL4,"no, no, no, girlfriend. hey, get that back. powdered peanut butter is so much better for you."
Xsm2RzGhfVQ,"check out my 17 ID omelette, wo I heard protein is super important at breakfast. so B Appetit, and that's totally true. protein helps keep us full, satisfied and gives us nice, stable energy throughout the day- fabulous."
WFs4irna43Q,[Music]. cauliflower really can be anything. you shouldn't have you make everything so much butter dates.
xD5HTgHrxWs,time for breakfast. what you making. I'm embracing a life of no food rules.
kOi7lLkqtqo,what if you can't deny the fact that you like the way that movement makes your body look? is it okay to like it when your body has a bit more muscle definition or is a bit more lean? one question you can ask yourself is: would I still do these types of movement if there was no chance that they'd change the way that my body looks?
mEO2-xL-dB0,these honey mustard pretzels. chicken bites are about to become a new favorite. they're so easy to make.
6HuFBv9Uc2E,"here's everything I ate this week, with no food rules. dinner edition. Sunday was pizza soup, which I made for the first time and was delicious."
gmU3pfjReWE,"clutch twinsies, I'm making a wrap too. did you use the low carb ones? so clutch?"
0LCXoyHJJQ4,"hi, hi. would you like some Girl Scout cookies? I really shouldn't."
Pjq7JEHFS5A,"check out my giant peanut butter cup. holy sh. Wait, is that a rice cake?"
MR9LUJ4fG3g,"we all know I love my crumble cookies, but I really wasn't sure how to feel about this one, so here's a real time review of their non-cookie cinnamon s. okay, we got to peek [Music] inside. okay, [Music] [Music] goes. okay."
8Mc1CGgQJuk,"the next time you're feeling anxious, give this a try. it was super helpful to me. take one hand and Trace up and down your finger, breathing in as you go up and out as you go down."
VIHn1gCdQNk,here's everything I eat in a day with no food rules. I like to munch on some granola for carbs on the way to the gym in the morning so I have some fuel in the tank. needed something quick and protein to help my muscles recover.
-6nB_9dGRZc,get these things out of here. what are you doing? that's like $20 worth of cookies.
UVij6jO6Sg4,"artificial sweeteners are like, so bad for you m are they? let me give you some facts. the average American woman over 20 years old would need to consume 16 to 20 cans of Diet Coke or over 32 Splenda packets daily a lifetime to reach the limit that's considered safe."
ZhYmTFz7vyI,"I'm a non-diet dietitian and here's why I'm making high protein ice cream in my ninja creamy. let's just clear one thing up: this is a fun way to enjoy a protein shake, but it is not ice cream. I mean, it's delicious, but that's kind of comparing like apples to oranges."
Yz8JRnd8swg,"check out what I'm using for crackers. yeah, mean the peppers? yeah, fun and healthy, right, well, I do love to me a fun way to eat veggies and little Peppers."
BXq4Bjdse7c,"[Music]: look what you made me do, look what you made me do, look what you just made me do, look what you just made me o, look what you made me."
SqY0KhsQjfc,"was anyone else a victim of the early 2000 Special K diet? and while it was traumatizing, you still, lowkey, think it's delicious. anyone, or is it just me?"
LopSGZOjwFI,all righty time to eat this. intuitively. might I suggest something?
50YitWBNW6Q,"I'm a non-diet dietitian and here is how I make a filling bowl of cereal. when I'm picking cereal, I think about what sounds good and also what will feel good. A lot of times I like to mix something that's a little heartier, that's got some Fiber, with something that's just straight up delicious."
OnYxiagWdA0,"put that thing down. you do know bananas spike your blood sugar, right. I know that blood sugar is like all the rage right now and it is important, but, PSA, the body can handle a plain banana well."
XLD4ABiQWxM,"I'm a registered dietician and here's what I thought of Costco's new absurdly large food court cookies. I mean they smell incredible, but should anyone really be eating these with that nutrition info? let me be abundantly clear about this: no, these are definitely not the most nutrient-dense thing, and that's okay."
qWNTaxLZXZQ,"here's everything I eat in a day with no food rules. started the morning with waffle, Greek yogurt, berries and peanut butter. rushed out the door to meet a friend for coffee."
yzxE5ilsGpk,"hey girlfriend, what's up? sh What? I'm trying to eat without distractions."
b_1BtITs8gY,"I'm a non-diet dietitian and I bought light english muffins, and here's why, whenever I'm picking a carb in the options available, I ask myself if having the whole wheat option would be just as satisfying as picking the white refined option. in this case, the answer was yeah. I honestly wouldn't notice a big difference between the two."
ErczEGHvPwM,"um, do you like, want to be depressed? excuse me, don't you know that all the processed food that our country eats is causing us to be depressed? H?"
k4mvj6d3CqE,a gooey yet crispy cranberry quesadilla. let's make it. I ate this every single day last week for lunch.
Tjxy6Gcss34,"I like big sandwiches and I cannot lie. but seriously, this is how I keep all of my fixings inside my sandwich and not falling out the bottom. it's a game changer."
GOWsQpQt7Ic,high protein hot chocolate. want some? I think I'll pass.
0ba-o_Obl3s,"now, sweetie, don't eat all of Mommy's 100 calorie packs. okay, sweetie, don't touch anything that comes in a package. yeah, it's all chemicals and you'll die."
snSBz29HsNo,"hey, are you going to do the juice cleanse that Tina was talking about? seems easy enough and a bunch of the girlies are doing it. oh sweetie, are you eating again here?"
LtNt2kX30FA,Where's your green juice? and are those carbs? is that a vegetable?
1yXLTlPN3Co,and I'm feeling [Music] good.
iKB3-ue5XzU,"I wish I wasn't so restrictive and can just let myself eat. I mean, look how confidently Katie polishes off her food. what is wrong with me?"
01lU6Axt7xw,[Music]. I cannot stop eating these because they are so good. H. is that the reason?
J2vBI0FJ7D0,"here is the real reason: you can't stop eating, and it is not because the food is too delicious. welcome to day six of no diet New Year, where we are counting down the hottest topics of 2023 and the ones you need to know before heading into 2024. and I'm giving you a sneak peek of the app launching January 1st, warning for you light bulb moment ahead. some think that they can't stop eating because the food is just too delicious, but actually it might be because they are wanting to avoid feeling sad."
H0ij7Yhiz6Y,"here are the three things you need to consider before making any food Choice. welcome to day five of no diet New Year, where we are counting down the hottest topics of 2023 and the ones you need to know before heading into 2024, and I'm giving you a sneak peek of the app launching January 1st. this one is a favorite."
URbFc8prMbk,"it's okay to care about nutrition and not be on a diet. welcome to no diet. New Year Day four, where we are counting down the hottest topics of 2023 and the ones you need to know before going into 2024, and I'm giving you a sneak peek at the app launching January 1st."
aahaEOSjUdE,did you see? Tina lost some weight. good for her for finally taking care of her health.
uQQC3NOLMug,"when you stop dieting, will your weight go up, down or stay the same? welcome to no diet. New Year day three, where we are covering the hottest topics of 2023 and the ones you need to know before going into 2024 and giving you a sneak peek at the app launching January 1st."
iGAhbTowKro,"feel like you can't stop eating the cookies. this might be why. welcome to no diet New Year, Day 2, where we are counting down the hottest topics of 2023 and the ones you need to know before heading into 2024, and I'm give you a sneak peek at the app launching January 1st."
3zH3XICXXWU,"want to get? o, I'm going to get the cookies. Hells yeah, Zebra Cakes, chocolate, ice cream."
yHBpGGsa_yo,"here's what everyone gets wrong about having no food rules. welcome to day number one of no diet New Year, where we are counting down the hottest topics of 2023 and the ones you need to know before going into 2024, and I'm giving you a sneak peek at the app launching January 1st, and today's is a doozy, one most people don't realize. not dieting is not the same as eating mindfully and intuitively, with no food rules."
hQD1fbh0DQk,"yes, see those bell jingle and ring jingle jingle on lelya slay, right together with you."
zCuo58PSWnU,I think they forgot to make the cookies. Take a Hint from the reindeer. what's that supposed to mean?
1zP52MVcBwU,what you doing. I got to eat as many as I can before the new year and they're not allowed. you can still eat all those things in the New Year.
OxpelrMle14,"during the holidays, one of my favorite treats to make are homemade butter fingers. M the only flower I use is cauliflower. cookies are like way unhealthy."
iWOUK4_10yo,"ooh, look at all of these treats. how are our tummies feeling? let's play a game."
33a8GpiLPrc,"hey, fit fam. today I'm going to show you how me and my friend diet culture Daniel do Elf on the Shelf in our house. how cute is this idea?"
G5ijzooEdJU,"oh, this one cookie is going to make me gain 5 lb. I'll just have a nibble. M?"
kD2zaPfO7_Q,what are you doing? don't you know how many empty calories are in there? stop telling her that what it's true.
5VlxQgTGC24,"so apparently there's this trend going around where people are no longer eating oats because they're like so bad for you and basically like horse food or something that is outrageous. oats are fabulous. they help keep our blood sugar nice and stable, help us feeling full, and they can benefit our cholesterol levels."
mH795_t_51s,m m.
QobZEL8Fb1Q,"what are you doing? I'm baking a cake, want to help, heck. no, you're pouring a big old cup of inflammation, don't you know?"
sUiRciHb3_4,just because you eat a rice cake doesn't mean you're dieting. just cuz you eat a frozen banana instead of an ice cream bar doesn't mean you're dieting. just because you ordered a skinny latte doesn't mean you're dieting.
xJJ0-ywK9UM,spaghetti squash cottage cheese. you and your cottage cheese girly. what are we making this time?
TwRFQQIn3aA,"diet culture. math be like: if you eat one cookie, you'll gain 367 lb. if you add a Sprinkle of cheese to your salad, it now provides zero nutrients."
U0etm5vrL2w,"I'm done with this junk. whoa, what's going on here? cereal is like so bad for you."
3xWvLIbcCcA,"sure, I love Oreos at home. I eat them with. I eat them with peanut butter."
FVVjNBSA9e8,"check out my sub bun. you mean the cucumber? yeah, it's low carb and low cal."
-L3B0u_PpIY,"bot up, bottom up. hey, see you, C got a couple botom, a couple l."
Z1egqngvlIY,"what can't cottage cheese do? oh boy, what are we making now? Cheesecake."
9OH_uqxVYhY,"one of the best things that I've done for my body image recently is to stock up on new bras- actually, bralettes from parade. bras shouldn't make you think about your body more. that just causes us to ruminate and causes poor body image, and there's a big difference between something fitting your body and fitting your body comfortably."
PvN4K3MQaIg,"all right. does anyone want any more food? before I put it away, how are tummies feeling?"
AuTdDqDuEKs,Rachel looks so thin in that dress. I wish I looked like that. I hate my curves.
Zh6TeYkiSSw,"I haven't eaten all day. I've been saving up for this. oh, do you want a snack?"
QGtQ3JzdVr0,"wow, cousin Katie looks amazing. meanwhile I've got my daughter, Cassie, spilled juice all over my pants. I wish I had the time to devote to healthy eating like she does."
UnTQnNv9Fb4,"I'm a registered dietitian and this is my favorite recipe for a healthy, guilt-free pumpkin pie. step number one is to grab your keys or find some way to make it to Costco. grab a 3 and2 lb plate of goodness for $5.99."
WHlJbqpDgxc,I'm a dietician and these are the snacks I pack every time I travel. I pack a variety of bars for ease. some are more energy dense and some are lighter.
3itb5sjxWuo,"have you tried the trending peanut butter bowl? I see your peanut butter bowl and I raise you a peanut butter protein bowl. I do really dig the peanut butter here, cuz peanut butter can help you feel full."
V6CuRdDCvWQ,"did you know that you can make an insanely high protein pizza out of canned chicken? protein can help us feel full and satisfied longer and also increase thermogenesis, or the energy that your body Burns, but it's a very small amount and not super impactful. it's actually a myth that your body can only absorb 20 to 25 grams of protein at a meal, but more protein is not always better."
dVnpBwl9lFA,"I would gain like 10 lb from eating a single cookie. I used to feel that way too, but the reality is your body doesn't really change after eating a single cookie, even though we physically feel like it does. it's kind of a messed up mind trick that diet culture plays on us called embodiment."
KO_gRb9VQwk,"channeling my inner Joey trani with this recipe, and it literally could not be easier to make and only takes 20 minutes. you just make your meatballs, sear them up, then create them a little marinara sauce hot tub and let them simmer in there for a little bit. pop those babies on some buns, then add some mozzarella cheese on top, then you're going to broil them so they get nice and, ooey gooey, add parsley if you like and enjoy."
wzbF-1tmsFs,"did you know that if you take a chocolate protein bar, battle with it a little bit to get it open, cuz they make it so difficult- put it on a plate and then pop it in the microwave, where there's about a 2C window between uncooked and Burt, and dried to crisp, take it out after a few seconds? if you are left with a warm protein bar that tastes like a warm protein bar, let's just take a second right now to do a little sanity check to make sure I'm not missing something here. regular brownie, warm protein bar- not the same."
rACQs1LjqrU,"hey, did you know you could eat this whole spaghetti squash for less calories than that measly PL a pasta? yeah, and look how big it is. you'll be full for sure."
WrKhtmkc7yI,"this literally changed my life. I hate cutting cauliflower cuz it's so messy, but apparently when you just smack it on the counter, it all falls apart. I didn't even have to get out a knife and all the mess is contained."
Lg10vWva6Iw,"[Music] in the in the house. in the house, I got a cute face."
xfhw7P2JUAw,"you kids are baking me, so scared with your costumes. here's some butter packets. look at you."
4zBM81L3k4s,"ooh, what you making. I'm making healthy apple donut pancakes. you just take apple slices, plop them into the pancake batter- I'm using the protein kind- make sure they're nice and coated, then put them in a pan easy."
eGl3HQg-Xqk,the switch witch has arrived. a what you don't. do that with your kids?
lkfUQqS_9bA,"out of all three ways. the Third Way is probably my favorite, but I'll let you decide. option number one is to melt some peanut butter with honey and then you're going to add some crushed up corn flakes, allow these to harden in the freezer as you melt chocolate and coconut oil, and then you're going to cover them."
89bRE6563D4,"did you know that if you take cottage cheese, add some marinara sauce, Italian seasoning, top it with your favorite pizza toppings, add some cheese, then pop that bad boy in the microwave for 1 to 2 minutes and you will be left with a high protein Pizza Bowl. it is actually delicious, but there's one tweak we got to make to it. there's really no source of carb, so grab yourself some P chips to have with it."
rRZjG67xc04,"sweetie, you stop guzzling all of that apple cider. there is like so much sugar in there and you should never drink your calories. such a waste."
cuIEuGTw2yw,"what you doing. oh, I was going to bake some brownies. want to join?"
Rttsyy30B7k,"this recipe is about to break the internet. did you know that if you take an apple, cut it into slices and take the core out and top it with peanut butter, melted chocolate and- if you want to get really crazy, some sprinkles, you are going to be left with such a super cute snack that looks like a donut. it is absolutely delicious, but it is not a replacement for a doughnut because it does not resemble it in any other way, shape or form."
LG-1Hwg1nc8,"1, 2, 3, 4. Everybody Makes Mistakes, everybody has those dayses. everybody knows what one talk about, everybody."
HtCw1ul1WgY,"I am about to blow your mind. I don't know if you guys know this, but if you take a banana, slice it in half, slather some peanut butter on top, then some crushed peanuts, tap it off with some melted chocolate. Pop these babies in the freezer."
XRGMqDY1OZg,"hey, did you see that Tina lost some weight? good for her for taking care of her health. her body may have changed, but that doesn't necessarily mean she's healthier."
mM9NwSWqTng,micro has so much processed food. hers is basically all veggies. she must be so healthy.
SVeJQy0Pq0I,what are you doing? don't use that. use these instead.
eh4WJ8ey4qo,"here's everything I ate in Boston for three days with no food rolls. favorite thing that we ate- it's a tie between Lobster waffle and the cannoli. so even though I'm a registered dietitian, I have not touched a single vegetable today, and that's okay."
8AvQp461Lqo,time for breakfast. what you making. I'm embracing a life of no food rolles.
zRU81OKuhlE,never throw away an empty peanut butter jar. [Music].
WziE8fmd9BI,smoothies should only have a half a banana. a full one is way too much carbs and sugar. I'm only gonna add half a bananas today for my personal preference if I also add the blueberries I want to add.
S_vuWUEITHY,"don't eat this processed junk. we should all be eating whole, unprocessed foods, but I live in a food desert and I don't always have fresh options. but this is all I can afford right now."
WK1lXbvmgYM,"emotional eating is not bad. I felt so much joy and gratitude while on vacation with my husband as we ate delicious food and created new memories. I don't know about you, but I don't want to live a life where food isn't also a form of bonding joy and happiness."
at3KXBk1zac,"hi everyone. oh, Tina, I see you brought some donuts there. having a little cheat day, are we?"
wVdnCDbSzRY,"oh man, well, good Morning, Starshine morning. where's the coffee? it's over there and there's some creamer in the fridge."
ghGKyrIQG5M,"oh girl, put that thing down. I've got a healthy cookie hack you're going to love. oh boy, what is it?"
c4nk7EQ3amw,"we're going to do a little healthy Trader Joe's snack review. is this Greek style elote dip a healthy option? okay, next we have these plantain chips."
AecvEcFosno,"oh, your mom gave you a Lunchable. oh, you're so lucky, whoa, your mom gave you packaged food. is she trying to kill you?"
bXPuMLc2KEw,"I'm a registered dietitian and I'm going to show you how to order a guilt-free pumpkin spice latte. can I have a tall pumpkin spice latte please? that'll be all, thank you."
_a71Pv2q7kk,granola. are you gonna get the Special K? it's like way lower in calories.
bMlRCk4XHBE,"breakfast time. huh, wait, are those waffles? yeah, I had a hankering, so I bought a box of Frozen ones."
eqxm-xi3Wy0,"these Frozen s'mores are currently stocked in my freezer and they could not be easier to make. take a chocolate pudding cup. add it to a bowl, fold in some whipped cream."
JzVkmmi4j1U,"um, those are not muffins, those are cakes. way too many carbs for the morning. oh, I love these."
UaJO21-0l0U,I am back with another full day of eating. I went to the gym this morning. I usually eat granola.
WDf28vHr5jg,"oh man, Heather took so much less food. she's not a little piggy like me. her self-control is probably how she dropped the baby weight so fast."
Z1kB_RloPdo,half foot around that you could air fry oatmeal cream pies and then top them with ice cream and it's like next level. I've got to try this. [Music].
SKwrXQ92cbg,"hello class. I am Professor Health, babe, and today's lesson will be on vocabulary. please turn to page 287 in your textbooks and we will begin now."
UyZk8HKw82E,"come on, um, I cannot stop eating these because they are so good. yeah, duh, what else would it be? well, maybe you keep eating it because it is so delicious, and when it's gone you're gonna feel sad that it's gone."
TUNHBgqcGY4,"guys, where are your green juices? don't you want to detoxify? what's up, Potter?"
uPWFmgZ5OqU,"I am obsessed with these Berry cheesecake overnight oats. I won't lie, I was skeptical with how they were gonna taste, but they are so good, so filling and so freaking easy to make. all you have to do is combine milk, Blended cottage cheese, oats and vanilla, pop some berries in there, then let it sit at least two hours or overnight."
cAXsLFYLX0o,"oh girl, hang on, I've got a healthy eating hack you're gonna love. it doesn't involve black beans, does it? no, here you take a chocolate protein bar, microwave it, and it tastes just like brownie, but like way better for you."
4V3IqJnbMhY,"oh, hey, girl, what's for dinner? I made some pasta. there's some in the pot."
fCV6Z5L0vMw,"hey, girl, I hope it's okay. I brought some snacks. I wasn't sure what you were gonna have and I don't know if I told you this, but I started a new diet."
phqxPm-Dj5E,"oh my gosh, look at her. she's like a freaking gazelle. I'm so lazy, I'm just walking."
zvgBqcL8WZ4,"oh, my thighs are huge. these shorts are too small. I need to go on a diet."
Our6q9WQgTo,"what are you doing? eating a donut, yeah, but you just worked out, so you're like negating the last hour. what was the point?"
aUUGKv8aUss,state park has gone viral. you have to try this viral date bar. it tastes just like a candy bar.
j0FEuAhlBi4,thank you. [Music]. perfect one cup for breakfast.
lAt9lUJidoE,"I don't know about you, but I'm the type of girly who firmly believes chicken salad tastes way better with fruit in it. blueberries are in peak season and we picked 15 pounds of them. the other weekend I took my super easy basic chicken salad that I make all the time and added blueberries and almonds."
MHx4dSrs_hY,"look, it's iced cream. cauliflower can be anything if you try hard enough. don't eat the cone."
7SbfsQfgYEo,"[Music]. oh sweetie, don't eat too much of that. your dad got the sugary stuff again."
71eC8SnNXSc,[Music].
ZBPxV7x_QlQ,"oh, sweetie, don't be rude here. have a slice of the cake your Aunt Tina make. oh no cake for me."
